REVIEW_TITLE|SCORE|ROLE|PROS|CONS|DATE|STATUS|LOCATION|tiempoCategoria|categoriaStatus
calificacion|5|desarrollador web|tiene buenas prestaciones y es una empresa flexible|algunos trabajos son con maquinaria ruidosa|2023-03-15|Current Employee, More Than 1 Year|Guadalajara, Jalisco|1|Empleado
Excelente lugar para desarrollarte|5|Especialista en control de calidad|"Siempre he dicho a los que me preguntan, cómo es trabajar en IBM, y siempre respondo: ""En IBM tú puedes ser lo que tú quieras"". IBM es una empresa que reconoce el valor de los que trabajan ahí, así como también te da las herramientas necesarias para poder desempeñarte correctamente."|(No tuve la certeza de que así fuera) Pero basado en los comentarios de algunos compañeros, me comentaron siempre, que el crecimiento y aumento de sueldos era algo sumamente difícil.|2022-10-25|Former Employee, Less Than 1 Year|Unknown|0|Empleado
No lo recomendaria|3|gerente senior|Experiencia laboral, contactas con clientes importantes|Sin revisiones salariales, ni promociones. Si se lo tuviera que recomendar a mi hijo sin duda le diria que mejor se fuera a Accenture|2023-02-15|Former Employee, More Than 8 Years|Unknown|8|Empleado
Thanks IBM|4|Analista de Control de Inventarios|Para destacar en IBM, la estabilidad laboral, las diferentes estrategias de compensación (Cash at work, Blue point, e-cards, Capacitaciones pagadas) y la convivencia laboral, generan satisfacción y motivación en nuestras labores del día a día._x000D_ IBM se está adaptando a los cambios del mercado, y en constante evolución y transformación, por lo tanto, se mantiene siempre vigente _x000D_ En general, IBM cuenta con variados canales de comunicación en la que puede llegar la información_x000D_ La adquisición de conocimiento es un punto muy fuerte dentro de la Compañía. En cuanto a capacitación virtual, el abanico de opciones es muy amplio y de muy buena calidad, con Yourlearning y plataformas aliadas (Coursera, Udemy, etc) que brinda aprendizaje desde pocos minutos hasta certificaciones de incluso años._x000D_ Excelente líderazgo que motivan y apoyan logrando así que en muchas ocasiones, nosotros como empleados, demos esa milla extra que se requiere conseguir las metas y/o estabilidad de los proyectos.|Un empleado puede durar años sin recibir ningún reconocimiento importante y en un estancamiento salarial perdurable, sin tener en cuenta que no todos pueden destacar al mismo nivel y en todo tiempo, pero existen otros factores como la lealtad, permanencia y constancia de la persona, es decir, los hechos tales como que el empleado se mantenga, haga bien su trabajo y no genere conflictos, es de gran importancia porque suman en el desarrollo y logro de los objetivos en todo proyecto. Muchas veces, el empeño de mostrar resultados cuantificables, el empleado pasa a ser simplemente un dígito más, sin tener en cuenta que detrás de ese número, hay un ser humano sintiente, con la mayor parte de su vida en actividad dedicada y entregada a una compañía y un equipo de trabajo al que no solo le invierte esfuerzo físico y mental, si no también pasión, amor, sentido de pertenencia, porque pasan a ser como parte de su familia, y en algunos casos, la única familia.|2022-10-12|Current Employee, More Than 5 Years|Medellín, Antioquia|5|Empleado
Nada que comentar|4|Pasantia|Buen ambiente de trabajo en equipo|falta de formación sobre habilidad tecnica|2023-03-14|Former Employee|Unknown|Desconocida|Exempleado
Malo|1|Gerente sénior de ofertas|Empresa global que permite aprender mucho sobre diversos temas de IT|Luego del spin off con IBM la compañia sigue sin encontrar su rumbo y en permanentes periodos de recortes de gastos. En Argentina por ejemplo a los empleados les da aumentos salariales que no cubren la mitad de la inflación. Los planes de medicina pre-paga cada vez son mas basicos y cubren menos prestaciones|2023-02-11|Current Employee, More Than 10 Years|Buenos Aires|10|Empleado
opinion|3|Administrador De Sistemas|son flexibles con horarios y home office - posibilidad de hacer carrera|los aumentos de sueldo no son buenos.|2023-03-07|Former Employee|Olivos|Desconocida|Exempleado
Buena!|4|coordinador de operaciones|Es una compañía que te motiva y capacita para progresar dentro de sus dependencia,_x000D_ _x000D_ El ambiente es ameno|Los salarios son muy ajustados por no decir un poco bajos._x000D_ buscan perfiles bajos para hacer labores de características avanzadas.|2022-10-04|Current Employee, More Than 3 Years|Bogota, Cundinamarca|3|Empleado
Buena experiencia|4|Auditor de Exportaciones|Transporte de personal y comedor gratuitos. Vales de despensa.|Ubicación. Horarios. Mucha exigencia. Mucha urgencia.|2023-03-05|Former Employee, Less Than 1 Year|El Salto, Jalisco|0|Empleado
Bajo sueldo|2|Líder tecnológico|Si estás comenzando sirve para el CV. Acceso a certificaciones.|Te asignan a un cliente y solo te sentís parte de la empresa para exigencias de horas de capacitación o cosas de esas. El cliente asignado es quien te da las oportunidades de crecimiento.|2022-12-26|Former Employee, Less Than 1 Year|Buenos Aires|0|Empleado
Excelente|5|Director Ejecutivo (CEO)|Excelente experiencia en la compañia|Ninguna hasta el momento, gracias|2023-03-16|Current Employee|Unknown|Desconocida|Empleado
cONSULTOR SAP|3|Consultor|Home Office durante medio año|Trabajo fuera de horario todo el año|2023-03-03|Current Employee|Unknown|Desconocida|Empleado
Gran Empresa|5|Analista de negocios|Buen work-life balance y salario competitivo|El ajuste annual no cubre la inflación|2023-03-08|Current Employee, More Than 3 Years|Guadalajara, Jalisco|3|Empleado
Bueno|4|Gerente de cuentas|Muy bueno. Súper productivo tofo|Mucha carga horaria bajo sueldo|2023-03-07|Current Employee, More Than 5 Years|Bratislava|5|Empleado
Sueldo|5|Desarrollador Junior Salesforce|Enseñanza, capacitacion constante, buenos tratos|Sueldos bajos en relación a otras empresas|2023-03-12|Current Employee|Buenos Aires|Desconocida|Empleado
Mi trabajo en IBM|5|Soporte TÉ Cnico IT|Es una empresa que da la oportunidad de pode crecer en el área que uno elija y ademas cambiarse de área en cualquier momento, para mi ha sido una experiencia muy buena.|Es una empresa muy exigente, que requiere un buen manejo del stress y ademas una organización que solo se logra con el tiempo para compatibilizar la vida y el trabajo, al final es un estilo de vida.|2022-10-12|Current Employee, More Than 10 Years|Santiago|10|Empleado
Masomenos|3|Probador de control de calidad|Muchísimos cursos, capacitaciones constantes, capacidad de crecimiento dentro de la empresa.|Depende el área que te toca, exceso de trabajo, gerentes y líderes soberbios y altaneros. Las aplicaciones que utilizan fallan mucho. El salario se queda medio atrás...|2022-12-19|Current Employee|Unknown|Desconocida|Empleado
Bien|5|Gerente De Capacitación|Es una empresa reconocida a nivel internacional|No es una desventaja pero si no sabes inglés ni lo intentes|2023-02-25|Former Employee|Unknown|Desconocida|Exempleado
Buen primer empleo|4|Desarrollador De Software|Desarrollo y certificaciones, como primer empleo para desarrollar una carrera de IT es un excelente lugar|Mejoras de sueldos, los aumentos de sueldo no van al ritmo de la realidad del país.|2023-01-31|Former Employee|Unknown|Desconocida|Exempleado
buena opcion para empezar|4|Ingeniero de software asociado|Buena flexibilidad acceso a muchos cursos|Exceso de trabajo si trabajas como consultor te toca reportar en muchas plataformas el tiempo|2023-02-17|Former Employee, More Than 1 Year|Bogota, Cundinamarca|1|Empleado
ibm|5|Ingeniero Devops|existencia de gran flexibilidad laboral|dificultad para ascender debido a la alta competencia|2023-03-06|Current Employee|Buenos Aires|Desconocida|Empleado
Desempeño|4|Analista de Estructura de Capital|Ambiente Laboral, Experiencia, Exposicion, creciemiento, oportunidades|Aumentos, Horarios, Worklife balance, viajes, solo obra social|2023-03-06|Current Employee|Unknown|Desconocida|Empleado
Desempeño|4|Analista de Estructura de Capital|Ambiente Laboral, Experiencia, Exposicion, creciemiento, oportunidades|Aumentos, Horarios, Worklife balance, viajes, solo obra social|2023-03-06|Current Employee|Unknown|Desconocida|Empleado
cool|5|ingeniero de software|Vales de despensa dias de vacaciones todo bien|yo creo que ninguna,no spe|2023-03-06|Former Employee|Guadalajara, Jalisco|Desconocida|Exempleado
Empresa|5|arquitecto de software|Aprendizaje continuo con cursos y certificaciones|Ninguna deventaja hasta el momento|2023-03-08|Current Employee, More Than 1 Year|Ciudad De Mexico|1|Empleado
trabajo grupal|5|Soporte Técnico|una empresa que te eleva a superarte todos el tiempo|No te dan muchas opciones|2023-02-27|Current Employee, More Than 3 Years|Buenos Aires|3|Empleado
.|5|Asesor de atencion al talento|Buen ambiente laboral y balance vida trabajo|No tengo comentario para las desventajas|2023-03-04|Current Employee|Unknown|Desconocida|Empleado
Natalia Andrea Rincon|5|Tesorería y cuentas por pagar|Es una excelente oportunidad laboral para mejorar como profesionales y te dan la oportunidad de formarte mejor.|El trabajo no es remoto y bien en muchos casos podría serlo, tener que desplazarse a las oficinas, y en ciudades concurrídas acarrea muchos peligros para los trabajadores.|2022-10-12|Current Employee, Less Than 1 Year|Bogota, Cundinamarca|0|Empleado
Es una buena empresa|5|Desarrollador de aplicaciones Java|Pago puntual Buen ecosistema de aprendizaje Certificaciones|Difuso el proceso de crecimiento|2023-02-27|Current Employee, More Than 1 Year|Ciudad De Mexico|1|Empleado
Experiencia|4|propietario técnico|Son destacables la calidad humana y los valores que influyen dentro de la empresa, es un buen lugar para aprender mucho.|Es una empresa grande y los cambios pueden representar un esfuerzo mayor|2023-01-01|Current Employee, Less Than 1 Year|Buenos Aires|0|Empleado
Buen trabajo|4|Desarrollador Full Stack|trabajo remoto Es un espacio donde puedes crecer y te ayudan a hacerlo horario flexible|No hay ningun tipo de compensacion extra|2023-02-14|Current Employee, Less Than 1 Year|Alajuela|0|Empleado
Promedio|5|Marketing|Sueldo 14 y beneficios APV, seguros|Horarios y poco equilibrio entre vida personal|2023-02-25|Former Employee, More Than 3 Years|Santiago|3|Empleado
grandioso|5|Desarrollador de back-end|Home office Educacion Trabajo en equipo|Ingles minimo Entrevista dificil para ingresar|2023-03-02|Current Employee, More Than 10 Years|Guadalajara, Jalisco|10|Empleado
Excelente para desarrollo profesional|5|Gerente Senior de Arquitectos de Soluciones|Trabajo remoto/presencial flexible Aumentos con base en la inflación argentina Oportunidades de desarrollo laboral Programa GlobalIBMer para optar por empleos fuera del país|Burocracia Centrado en Capital y pocas opciones en el resto del país.|2023-01-15|Current Employee|Unknown|Desconocida|Empleado
Plan carrera|5|FIN y asociado comercial administrativo|Crecimiento profesional. Buena orientación desde que tenga metas claras, desarrollo personal y grupal.|Ninguna, tienen una buena estructura y se maneja bien desde que el empleado tenga en claro a qué punto quiere llegar.|2023-01-20|Current Employee|Unknown|Desconocida|Empleado
Todo bien|5|Administrador De Sistemas|Buen trabajo y buen ambiente, recomendable|Tener ver Teo comercial cerca|2023-03-01|Current Employee|Barcelona|Desconocida|Empleado
tecnico remoto|5|Soporte Remoto Técnico|me gusta trabajar remoto manejas tus tiempos|no tengo mucha experiencia en esto|2023-02-23|Current Employee|General Deheza|Desconocida|Empleado
Ventajas y desventajas|3|Analista QA Jr.|Plataforma udemy ilimitada Metodología Ágil Capacitaciones Comunicación|No actualizan el sueldo acorde a la inflación|2023-02-20|Current Employee|Unknown|Desconocida|Empleado
Muy Buena|4|Consultor Sr.|Capacitación, Compra Acciones, Flex (trabajo remoto 100%)|Posibilidades de Desarrollo locales e internacionales, Presión laboral, Ambiente altamente competitivo sin feedback crecimiento, Altibajos en volumen de trabajo, trabajo por objetivos mal definidos, etc.|2023-01-19|Current Employee|Unknown|Desconocida|Empleado
General|5|Ingeniero de datos|Buen sueldo, la gente es piola, libertad (no te persiguen), beneficios|Nada por aqui, nada por alla|2023-02-16|Current Employee, Less Than 1 Year|Buenos Aires|0|Empleado
recomendado|4|Pasante Finanzas|buen ambiente laboral, posibilidades de crecimiento|no he encontrado desventajas en la experiencia|2023-02-24|Former Employee|Buenos Aires|Desconocida|Exempleado
La mejor empresa|5|Gerente|Gran ambiente, extraordinarios retos personales, laborales e intelectuales. Alta exigencia|No tengo en mente desventajas de esta empresa! realmente soy muy feliz|2023-01-27|Current Employee|Unknown|Desconocida|Empleado
Genial|5|Analista|Flexibilidad, buen ambiente, promociones, sueldo|No hay ninguna desventaja reseñable|2023-02-26|Former Employee|Unknown|Desconocida|Exempleado
Mi experiencia|5|Desarrollador Cobol|1.- Empresa conocida mundialmente 2.- Ofrece las mejores prestaciones 3.- Puedes realizar Home Office 4.- Feedbacks motivadores 5.- Puedes Mejorar tu Carrera 6.- Muchas certificaciones gratis 7.- Aprendes Muchos lenguajes de programación 8.- Muchos clientes en todo el mundo|Algunos equipos a los que te asignan no tienen la capacidad de trabajar en equipo|2022-10-19|Current Employee, More Than 1 Year|León, Guanajuato|1|Empleado
Ganancias|4|Desarrollador Full Stack|Apoyo con certificaciones y aprendizaje continuo|El incremento salarial es difícil y es poco|2023-02-20|Current Employee|Ciudad De Mexico|Desconocida|Empleado
Modalidad de trabajo|4|Gerente de redes sociales|Homeworking y Flexibilidad en cuanto a los horarios|Al ser una empresa tan grande puede tener problemas en la comunicación con sus empleados|2023-01-30|Former Employee|Unknown|Desconocida|Exempleado
Muy Buena compania para trabajar y desarrollarte como profesional|5|Desarrollador Junior - Full Stack|Bonos de viajes, hospedamiento etc. Ambiente laboral Proyectos interesantes|No he encontrado ninguna por el momento|2023-01-29|Current Employee, More Than 1 Year|Buenos Aires|1|Empleado
A|3|Gerente|Se trabaja en una zona importante|EL clima laboral es muy malo.|2023-02-22|Former Employee, More Than 5 Years|Buenos Aires|5|Empleado
buen ambiente|4|Consultor Senior SAP|oportunidad de capacitacion constante , oportunidad de crecimiento|ninguna no se han encontrado desventajas|2023-02-15|Former Employee|Unknown|Desconocida|Exempleado
Excelente empresa|5|Ingeniero en Ciberseguridad|Hay demasiado crecimiento, muchos recursos y material para aprender, solo es cuestión de saber moverse y aprovechar oportunidades|Por lo mismo que somos demasiados, hay que saber sobresalir entre todos para tener mejores posiciones y demas|2023-01-04|Current Employee|Unknown|Desconocida|Empleado
Trabajar en IBM|4|Representante de Servicio al Cliente|Es una excelente compañía, se tiene una gran oportunidad de crecimiento interno, se cuenta con múltiples áreas a las cuales puedes saltar para buscar ese crecimiento laboral, tiene múltiples beneficios para los empleados como fondo de empleados, día de cumpleaños, instalaciones adecuadas, parqueadero, Servicio de cafetería, utensilios laborales, servicios personalizados de ayuda legal y psicológica.|Cuando se tiene un cambio de rol no se ve la remuneración inmediata, esta puede tardarse meses o años incluso.|2022-10-14|Current Employee, More Than 5 Years|Bogota, Cundinamarca|5|Empleado
ingeniero de software|4|Desarrollador de software|Buena empresa para aprender y dar el salto a otra mas grande|Dificil conseguir aumentos de salario|2023-01-16|Current Employee, More Than 1 Year|Unknown|1|Empleado
ingeniero de software|4|Desarrollador de software|Buena empresa para aprender y dar el salto a otra mas grande|Dificil conseguir aumentos de salario|2023-01-16|Current Employee, More Than 1 Year|Unknown|1|Empleado
Muy buena|4|Director de adquisición de talento|Muy buena empresa de trabajo|No aplica por el momento|2023-02-20|Current Employee|Unknown|Desconocida|Empleado
Como empresa|5|Ensayador|Excelente ambiente Buen sueldo Capacitacion constante|Mucha carga de trabajo Horario de trabajo|2023-02-14|Current Employee|Unknown|Desconocida|Empleado
Excelente WLB|5|Ingeniero de software de plantilla|Excelente balance entre trabajo y vida personal. Buenas prestaciones, proyectos interesantes. Posibilidad de aplicar a otras posiciones internas. Acceso a sitios para seguir aprendiendo y certificarte.|Muy alta curva de aprendizaje, dependiendo del área, puede tomar meses familiarizarte con las tecnologías y empezar a ser productivo.|2022-12-17|Current Employee, Less Than 1 Year|Guadalajara, Jalisco|0|Empleado
Buen Empleo|5|Consultor SAP Fi Senior|Última generación en temas tecnológicos. Oportunidad de certificaciones|No Bonos de productividad Cursos innecesarios Burocracia en algunos procesos|2023-01-31|Current Employee, More Than 3 Years|Buenos Aires|3|Empleado
Buen hambiente laboral|5|Analizador de pruebas|3 turnos, trasporte, bonos, caja de ahorro|Contrato de 3 meses, debes esperar otros 3 meses para entrar de nuevo|2023-01-31|Former Employee|Unknown|Desconocida|Exempleado
Ibm|4|Empleado anónimo|Buen clima laboral, compañerismo, flexibilidad horaria, beneficios|Los sueldos podrían ser más competitivos|2023-02-17|Former Employee, Less Than 1 Year|Unknown|0|Empleado
Todo bien|4|Analista|Todo bien, buena paga trabajo tranquilo|No tuve ningún problema en la empresa|2023-02-15|Current Employee|Unknown|Desconocida|Empleado
excelente|5|Empleado anónimo|buen ambiente laboral, me sentia bien|ninguna, es una gran empresa|2023-02-09|Former Employee|Unknown|Desconocida|Exempleado
Muy buena!|5|Pasante Consultor|Buen trato, muy buena la líder y el team que me tocó trabajar. El salario no está mal.|No encuentro desventajas por el momento.|2023-01-24|Current Employee|Unknown|Desconocida|Empleado
Es buena para empezar|4|Control de calidad (manual del probador)|- Udemy Bussines, entre otras plataformas._x000D_ - Variedades de descuentos._x000D_ - Oportunidad de crecimiento._x000D_ - Galeno o Swiss._x000D_ - Home Office._x000D_ - Notebook Dell o MacBook|- Dependiendo del proyecto en dónde estés, vas a estar bajo presión y eso implica que no vas a tener tiempo para continuar capacitándote, al menos que lo hagas fuera del horario laboral._x000D_ - Complicados con los aumentos salariales.|2022-08-09|Current Employee|Córdoba|Desconocida|Empleado
Excelente empresa|5|Desarrollador Java y Python|Salario, prestaciones, educacion, oportunidad de crecimiento. La mejor empresa en la que he trabajado hasta ahora.|No encontre ninguna desventaja, todo ha sido positivo.|2023-01-19|Current Employee, More Than 1 Year|Guadalajara, Jalisco|1|Empleado
Poco recomendable|2|Desarrollador Salesforce|Trabajas con Macs, cobras tu sueldo cada 15 días, obra social y aumentos por sindicato.|No te dan auriculares, mouse, silla y tampoco monitor. Si no fuera por el sindicato seguiría cobrando lo mismo ya que no te permiten progresar, estas 24/7 en tu proyecto y fuera de horario te piden que realices capacitaciones de un día para el otro, minimo 40 hs. Pedís cambio de tecnología y no te lo dan. Exigen cosas y no dan nada a cambio.|2022-10-13|Current Employee, More Than 1 Year|Buenos Aires|1|Empleado
Empresa muy burocrática|4|Consultor Senior|el ambiente y los compañeros es muy bueno, la gente es amable y hay grandes profesionales.|Hay muchísima burocracia y hacer cualquier gestión es un mundo._x000D_ No hay beneficios sociales de ningún tipo._x000D_ Aunque se aprende mucho y hay muchos cursos muy buenos la carrera profesional es inexistente.|2022-09-07|Current Employee, Less Than 1 Year|Unknown|0|Empleado
Empresa|5|Desarrollador ABAP SAP|Excelente empresa para laboral, muy flexibles.|no tengo nada que agregar|2023-02-13|Current Employee|Unknown|Desconocida|Empleado
Bien|5|Desarrollador de software|Gran ambiente laboral, buenos equipos, acceso a aprendizaje y crecimiento.|Depende de la gerencia en la que trabajes, algunos son excelentes personas, unos no tanto.|2023-01-19|Current Employee|Unknown|Desconocida|Empleado
Excelentes beneficios|4|Analista financiero|El pago es cumplido Gran ambiente laboral y entorno de aprendizaje|Algunas veces el sueldo esta por debajo del mercado Dependiendo el proyecto es difícil crecer|2023-01-17|Current Employee|Unknown|Desconocida|Empleado
Creciemiento|4|Ingeniero de desarrollo de software en pruebas (SDET)|Certificaciones pagadas con diferentes empresas|Poco creciento, largo proceso y tiempo para promocion|2023-02-10|Current Employee, More Than 1 Year|Unknown|1|Empleado
Positiva|5|Analista Funcional Senior|Facilidades para crecer profesionalmente, con plan de carrera definido y buen equipo de trabajo|Salario un poco bajo con respeto al mercado para este rol|2023-01-18|Former Employee, More Than 5 Years|Montevideo|5|Empleado
Good place to work|4|Desarrollador de aplicaciones|Good perks, opportunity to grow and work environment|There are some projects where techonology is still a bit old|2023-01-25|Current Employee, More Than 1 Year|Guadalajara, Jalisco|1|Empleado
Bien|4|Arquitecto IT|Todo bastante bien, muy recomendable|Nada malo para desta car|2023-02-15|Current Employee|Unknown|Desconocida|Empleado
Linda experiencia|5|Desarrollador Drupal Junior|Buen ambiente, buen equipo de trabajo|Podrían pagar más o dar mejores aumentos|2023-02-06|Former Employee, Less Than 1 Year|Rosario, Santa Fe|0|Empleado
Not the best company|4|oferta de gerente|Flexible hours Home office Good environment|Not really competitive salary Not attractive extras|2023-02-04|Current Employee, More Than 3 Years|Unknown|3|Empleado
Muy buena|5|jefe de equipo|posibilidad de crecimiento, flexibilidad, ambiente laboral, compromiso social,|Compromiso, mejores salarios, regalos a los empleados|2023-02-02|Current Employee|Unknown|Desconocida|Empleado
Trabajar en IBM|4|Desarrollador Java|Conoces mucha gente con experiencia Capacitaciones acorde a tu rol Certificaciones en la nube|Path de carrera no es transparente|2023-01-24|Current Employee, More Than 1 Year|Ciudad De Mexico|1|Empleado
Buena empresa|5|Socio de adquisición de talento|Es una empresa que tiene procesos súper bien definidos y te ayuda a tener una guía y estructura. Además tiene una plataforma de educación enorme y tiene convenio con las mejores plataformas digitales como Udemy.|Hay salarios más competitivos en el mercado, pero me quedo en la empresa por la cultura organizacional y el ambiente de trabajo.|2022-11-17|Current Employee, More Than 5 Years|El Salto, Jalisco|5|Empleado
Great place to work!|5|Gerente De TI|Los empleados son uno de sus grandes pilares, por los que siempre tendrás oportunidad de encontrar/tomar trainings, tomar certificaciones (la gran mayoría pagadas por la empresa), platicar abiertamente y ser tú mismo.|Como toda empresa grande, los procesos burocráticos llegan a ser muy tardados y desalentadores.|2022-12-01|Current Employee|Unknown|Desconocida|Empleado
-|3|Consultor de Transformación Empresarial|Buen ambiente, gente joven, inovador.|Estructura muy jerárquica, sueldo regular.|2023-02-11|Former Employee|Unknown|Desconocida|Exempleado
Vidriera|3|Gerente de producto|Mucha exposición por la cual se mutiplican tus chances de cambiar de trabajo.|Escalar es muy dificil, es una empresa muy burocrática para todo.|2023-01-17|Former Employee, More Than 1 Year|Unknown|1|Empleado
Grande y lenta, pero buena|4|Empleado anónimo|- Buen sueldo_x000D_ - 'Buena' conciliación laboral (vs. otras grandes consultoras)_x000D_ - Buenas oportunidades de crecimiento o, al menos, de demostrar que puedes hacer trabajos por encima de tu puesto actual._x000D_ - Si te interesa, puedes aprovechar mucho el acceso a la red global de empleados y todo lo que pueden ofrecer en canales de slack súper frikis y específicos|- Procesos internos arcaicos_x000D_ - Burocracia y jerarquía a la hora de proponer ideas nuevas|2022-10-11|Former Employee, More Than 5 Years|Unknown|5|Empleado
Revision Rodrigo Peña|4|Especialista en control de calidad|Las ventajas de esta empresa es la inlcusion, las posibilidades de capacitarse para teneer un perfil profesional adecuado, con credenciales pagas y un gran soporte tanto de personas como de learning.|Pertenecer a un sindicato de comercio cuando no somo comercio, y tener que aportar a algo que no nos representa, deberiamos pertenecer a un sindicato propio de sistemas,|2022-10-11|Current Employee, More Than 1 Year|Buenos Aires|1|Empleado
Gran lugar para trabajar|4|Gerente de Proyectos TI|Proyectos innovadores y posibilidades de formación continua|Las posibilidades de promoción profesional, aunque existen, son escasas|2023-01-23|Current Employee, More Than 3 Years|Madrid|3|Empleado
Buena empresa para comenzar|4|Analista Contable|Flexibilidad capacitacion Crecimiento profesional Viernes flex Verano flex|Muchos sistemas Mucho resultados Cierre fin de semana|2023-01-23|Current Employee|Unknown|Desconocida|Empleado
Gran empresa|4|Director de adquisición de talento|Gran lugar para trabajar y aprender - excelente clima laboral|No tan competitiva en tema salarios|2023-01-26|Former Employee, More Than 1 Year|Unknown|1|Empleado
Bien|5|Analista|Modalidad Hibrida Buen ambiente laboral|Mal equipamiento para el empleado Malos sueldos|2023-02-02|Current Employee|Unknown|Desconocida|Empleado
Sueldos bajos|3|Analista financiero|Buen ambiente, buenos compañeros, prepaga Swiss Medical Docthos Premium.|Trabajé para otra empresa, con contrato en IBM. El sueldo era bastante inferior a mis compañeros ahí. Las tareas, incluso hacía más. Tampoco tuvimos bono en esos 2 años.|2022-11-21|Former Employee, More Than 1 Year|Unknown|1|Empleado
Excelente lugar para trabajar|5|cadena de suministro|Con enfoque al desarrollo del empleado, respeto por el individuo e inclusión.|El esquema de trabajo híbrido en una localidad alejada de la ciudad|2023-01-06|Current Employee, More Than 8 Years|Ciudad De Mexico|8|Empleado
Buena Empresa para trabajar|5|Desarrollador ABAP SAP|Aprendes mucho. Muy buenas prestaciones. Buenos compañeros. Tienen buena biblioteca de cursos.|La carga de trabajo depende mucho del área y el proyecto. Cualquier movimiento dentro de la empresa tiene que ser autorizado por tu gerente primero. No paga como concepto de nomina, lo cual quita algunas prestaciones de los banco.|2022-11-17|Current Employee|Unknown|Desconocida|Empleado
MEDIO|2|Desarrollador de software|Renombre empresarial, buenos equipos, muchos proyectos|Bajo salario, muchas horas extra|2023-02-08|Current Employee|Buenos Aires|Desconocida|Empleado
Buena experiencia trabajar aquí|5|Desarrollador de software|En el departamento al que pertenezco, donde se trabaja en tecnologías de uso interno de IBM, el ambiente de trabajo y las oportunidades son muy buenos.|El campus/oficinas no quedan en una zona céntrica de la ciudad y el tiempo de traslado es largo. Se trabaja con muchas aplicaciones Legay, pero hay muchas oportunidades de nuevos proyectos y crecimiento.|2022-10-12|Current Employee, More Than 1 Year|Guadalajara, Jalisco|1|Empleado
muy buena|5|Despachador|trabajo remoto sin atrasos en pagos|no he econtrado alguna aun|2023-01-27|Current Employee, More Than 1 Year|Guadalajara, Jalisco|1|Empleado
Técnico|5|Gerente Comercial|Buen salario y buenas prestaciones|Distancia lejana del lugar de residencia|2023-02-01|Former Employee, Less Than 1 Year|Guadalajara, Jalisco|0|Empleado
Bueno|5|Ventas|Buen ambiente de trabajo con los compañeros|Ninguna, es buen lugar de trabajo|2023-01-28|Current Employee, More Than 1 Year|Unknown|1|Empleado
Finance Operations Analyst|4|Analista de Operaciones Financieras|Flexibilidad, garantìa, grandes profesionales, buen balance entre trabajo y vida personal|oportunidades de carrera, salarios mas competitivos|2022-12-21|Current Employee, More Than 10 Years|Buenos Aires|10|Empleado
Bueno|4|Asistente Administrativo|Medico en el site que cubre medicina general|No tienen muchos transportes para las horas|2023-01-26|Current Employee, Less Than 1 Year|Unknown|0|Empleado
IBM de Mexico Comercializacion y Servicios|5|Consultor (Estrategia de Seguridad)|Los recursos didácticos de las lecciones están disponibles para consultarlos desde dónde quieras cuando quieras. Su ubicuidad permite acceder a ellos siempre que sea necesario. Gracias IBM MEXICO|Identificar las lagunas de conocimiento y las áreas en las que se necesita más información.|2022-11-08|Current Employee, Less Than 1 Year|Unknown|0|Empleado
Mi experiencia en casi dos meses.|5|Empleado anónimo|El ambiente laboral es excelente. Las personas que conforman el equipo son extraordinarias, humanas y muy preparadas. En general me gustan todos los aspectos que he conocido de la compañia hasta ahora.|La unica desventaja que encuentro hasta ahora es que me tocó cambiar de ciudad para hacer parte del equipo. Pero son sacrificios que en el tiempo se ven recompensados.|2022-10-19|Current Employee, Less Than 1 Year|Bogota, Cundinamarca|0|Empleado
IBMer|5|Gerente de Proyecto (PM)|Flexibilidad Buenas prestaciones presupuesto para educacion|ubicación del campus gerentes old school|2023-01-27|Current Employee, More Than 8 Years|Guadalajara, Jalisco|8|Empleado
Buena empresa para brincar a otro lado|4|Desarrollador de software|Es una empresa donde se puede aprender mucho y tiene renombre|No se actualizan a las nuevas tecnologías|2023-01-07|Current Employee, More Than 3 Years|Guadalajara, Jalisco|3|Empleado
Buena|5|Desarrollador ABAP SAP|"Ofrecen mucha capacitación y material de educación para la formación, también gracias a su programa ""student"" forman nuevos profesionistas."|Hasta ahora, no he encontrado ninguna, actualizaré con más tiempo en el cargo.|2022-12-13|Current Employee|Unknown|Desconocida|Empleado
IBM|5|Consultor|Impulsa a la capacitación Se preocupan por nosotros como personas no solo como recursos Incluyentes en todos los sentidos Prestaciones|De momento no veo contras|2022-10-14|Current Employee, More Than 3 Years|Monterrey, Nuevo León|3|Empleado
Empresa recomendada para sumar experiencia|3|Analista Contable|Buen clima laboral, buen lugar para entrenarse como junior|sueldos bajos, poca posibilidad de crecimiento|2023-01-16|Current Employee|Unknown|Desconocida|Empleado
Buena|4|Analista De Soporte Técnico|Prestaciones superiores, cajas/fondos de ahorro, vacaciones.|El sueldo pudiera mejorar conforme a la competencia|2023-01-23|Current Employee, Less Than 1 Year|El Salto, Jalisco|0|Empleado
Angie Viviana Sanchez Hernandez|5|analista administrativo|Es una empresa muy Humana con sus empleados, brinda crecimiento laboral y aparte se preocupa mucho por la estabilidad laboral de cada empleado, los jefes, coordinadores se preocupan por sus trabajadores el cómo se sienten en su puesto laboral brindan muchas cosas buenas como los cursos, los beneficios económicos la verdad es una excelente empresa.|La verdad no veo ninguna contra.|2022-10-20|Current Employee, Less Than 1 Year|Bogotá, Bogota|0|Empleado
