Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Employee Source,AgeStartedWorking
22,Current employee,Travel_Rarely,Research & Development,1,College,Life Sciences,4,Male,3,1,Human Resources,4,Married,3737,0,No,19,3,3,0,4,1,1,3,2,0,2,Indeed,18
22,Current employee,Travel_Rarely,Research & Development,1,College,Life Sciences,4,Male,3,1,Human Resources,4,Married,3737,0,No,19,3,3,0,4,1,1,3,2,0,2,Indeed,18
34,Current employee,Travel_Rarely,Human Resources,3,College,Human Resources,3,Male,3,1,Human Resources,4,Married,3737,0,No,19,3,3,1,4,1,1,3,2,0,2,Indeed,30
34,Current employee,Travel_Rarely,Human Resources,3,College,Life Sciences,3,Male,3,1,Human Resources,4,Married,3737,0,No,19,3,3,1,4,1,1,3,2,0,2,Indeed,30
34,Current employee,Travel_Rarely,Human Resources,3,College,Human Resources,3,Male,3,1,Human Resources,4,Married,3737,0,No,19,3,3,1,4,1,1,3,2,0,2,Indeed,30
22,Current employee,Travel_Rarely,Research & Development,1,College,Life Sciences,3,Male,3,1,Human Resources,4,Married,3737,0,No,19,4,3,1,4,1,1,3,2,0,2,Indeed,18
22,Current employee,Travel_Rarely,Research & Development,1,College,Life Sciences,3,Male,3,1,Human Resources,4,Married,3737,0,No,19,3,3,1,4,1,1,3,2,0,2,Indeed,18
34,Current employee,Travel_Rarely,Human Resources,3,College,Life Sciences,3,Male,3,1,Human Resources,4,Married,3737,0,No,19,3,3,1,4,1,1,3,2,0,2,Indeed,30
22,Current employee,Travel_Rarely,Research & Development,1,College,Life Sciences,4,Male,3,1,Human Resources,4,Married,3737,0,No,19,3,3,0,4,1,1,3,2,0,2,Indeed,18
22,Current employee,Travel_Rarely,Research & Development,1,College,Life Sciences,4,Male,3,1,Human Resources,4,Married,3737,0,No,19,3,3,0,4,1,1,3,2,0,2,Indeed,18
34,Current employee,Travel_Rarely,Human Resources,3,College,Human Resources,3,Male,3,1,Human Resources,4,Married,3737,0,No,19,3,3,1,4,1,1,3,2,0,2,Indeed,30
34,Current employee,Travel_Rarely,Human Resources,3,College,Life Sciences,3,Male,3,1,Human Resources,4,Married,3737,0,No,19,3,3,1,4,1,1,3,2,0,2,Indeed,30
26,Voluntary Resignation,Travel_Frequently,Research & Development,5,College,Medical,3,Female,2,1,Research Scientist,3,Married,2366,1,Yes,14,3,1,1,8,2,3,8,7,1,7,Jora,18
32,Current employee,Travel_Rarely,Research & Development,29,Master,Life Sciences,3,Female,2,1,Research Scientist,3,Married,2366,1,Yes,14,3,1,1,8,2,3,8,7,1,7,Jora,24
26,Voluntary Resignation,Travel_Frequently,Research & Development,5,College,Life Sciences,3,Female,2,1,Research Scientist,3,Married,2366,3,Yes,14,3,1,1,8,2,3,8,7,1,7,Jora,18
32,Current employee,Travel_Rarely,Research & Development,29,Master,Technical Degree,3,Female,2,1,Research Scientist,3,Married,2366,4,Yes,14,3,1,1,8,2,3,8,7,1,7,Jora,24
26,Voluntary Resignation,Travel_Frequently,Research & Development,5,College,Life Sciences,3,Female,2,1,Research Scientist,3,Married,2366,3,Yes,14,3,1,1,8,2,3,8,7,1,7,Company Website,18
32,Current employee,Travel_Rarely,Research & Development,29,Master,Life Sciences,3,Female,2,1,Research Scientist,3,Married,2366,1,Yes,14,3,1,1,8,2,3,8,7,1,7,Jora,24
32,Current employee,Travel_Rarely,Research & Development,29,Master,Technical Degree,3,Female,2,1,Research Scientist,3,Married,2366,4,Yes,14,3,1,1,8,2,3,8,7,1,7,Jora,24
26,Voluntary Resignation,Travel_Frequently,Research & Development,5,College,Medical,3,Female,2,1,Research Scientist,3,Married,2366,1,Yes,14,3,1,1,8,2,3,8,7,1,7,Jora,18
32,Current employee,Travel_Rarely,Research & Development,29,Master,Life Sciences,3,Female,2,1,Research Scientist,3,Married,2366,1,Yes,14,3,1,1,8,2,3,8,7,1,7,Jora,24
26,Voluntary Resignation,Travel_Frequently,Research & Development,5,College,Life Sciences,3,Female,2,1,Research Scientist,3,Married,2366,3,Yes,14,3,1,1,8,2,3,8,7,1,7,Jora,18
32,Current employee,Travel_Rarely,Research & Development,29,Master,Technical Degree,3,Female,2,1,Research Scientist,3,Married,2366,4,Yes,14,3,1,1,8,2,3,8,7,1,7,Jora,24
26,Voluntary Resignation,Travel_Frequently,Research & Development,5,College,Medical,3,Female,2,1,Research Scientist,3,Married,2366,1,Yes,14,3,1,1,8,2,3,8,7,1,7,Jora,18
26,Voluntary Resignation,Travel_Frequently,Research & Development,5,College,Life Sciences,3,Female,2,1,Research Scientist,3,Married,2366,3,Yes,14,3,1,1,8,2,3,8,7,1,7,Company Website,18
32,Current employee,Travel_Rarely,Research & Development,29,Master,Life Sciences,3,Female,2,1,Research Scientist,3,Married,2366,1,Yes,14,3,1,1,8,2,3,8,7,1,7,Jora,24
32,Current employee,Travel_Rarely,Research & Development,29,Master,Technical Degree,3,Female,2,1,Research Scientist,3,Married,2366,4,Yes,14,3,1,1,8,2,3,8,7,1,7,Jora,24
27,Current employee,Non-Travel,Research & Development,3,Bachelor,Medical,4,Male,3,1,Research Scientist,4,Married,1706,1,No,11,3,3,3,0,6,2,0,0,0,0,LinkedIn,27
40,Current employee,Travel_Rarely,Research & Development,1,Master,Life Sciences,3,Male,3,1,Research Scientist,4,Married,1706,1,No,11,3,3,3,0,6,2,0,0,0,0,LinkedIn,40
40,Current employee,Travel_Rarely,Research & Development,1,Master,Life Sciences,3,Male,3,1,Research Scientist,4,Married,1706,2,No,11,3,3,3,0,6,2,0,0,0,0,LinkedIn,40
27,Current employee,Non-Travel,Research & Development,3,Bachelor,Life Sciences,4,Male,3,1,Research Scientist,4,Married,1706,2,No,11,3,3,3,0,6,2,0,0,0,0,LinkedIn,27
27,Current employee,Non-Travel,Research & Development,3,Bachelor,Medical,4,Male,3,1,Research Scientist,4,Married,1706,1,No,11,3,3,3,0,6,2,0,0,0,0,Company Website,27
27,Current employee,Non-Travel,Research & Development,3,Bachelor,Life Sciences,4,Male,3,1,Research Scientist,4,Married,1706,2,No,11,3,3,3,0,6,2,0,0,0,0,LinkedIn,27
40,Current employee,Travel_Rarely,Research & Development,1,Master,Life Sciences,3,Male,3,1,Research Scientist,4,Married,1706,1,No,11,3,3,3,0,6,2,0,0,0,0,LinkedIn,40
40,Current employee,Travel_Rarely,Research & Development,1,Master,Life Sciences,3,Male,3,1,Research Scientist,4,Married,1706,2,No,11,3,3,3,0,6,2,0,0,0,0,LinkedIn,40
27,Current employee,Non-Travel,Research & Development,3,Bachelor,Medical,4,Male,3,1,Research Scientist,4,Married,1706,1,No,11,3,3,3,0,6,2,0,0,0,0,LinkedIn,27
40,Current employee,Travel_Rarely,Research & Development,1,Master,Life Sciences,3,Male,3,1,Research Scientist,4,Married,1706,1,No,11,3,3,3,0,6,2,0,0,0,0,LinkedIn,40
40,Current employee,Travel_Rarely,Research & Development,1,Master,Life Sciences,3,Male,3,1,Research Scientist,4,Married,1706,2,No,11,3,3,3,0,6,2,0,0,0,0,LinkedIn,40
27,Current employee,Non-Travel,Research & Development,3,Bachelor,Life Sciences,4,Male,3,1,Research Scientist,4,Married,1706,2,No,11,3,3,3,0,6,2,0,0,0,0,LinkedIn,27
27,Current employee,Non-Travel,Research & Development,3,Bachelor,Medical,4,Male,3,1,Research Scientist,4,Married,1706,1,No,11,3,3,3,0,6,2,0,0,0,0,Company Website,27
27,Current employee,Non-Travel,Research & Development,3,Bachelor,Life Sciences,4,Male,3,1,Research Scientist,4,Married,1706,2,No,11,3,3,3,0,6,2,0,0,0,0,LinkedIn,27
40,Current employee,Travel_Rarely,Research & Development,1,Master,Life Sciences,3,Male,3,1,Research Scientist,4,Married,1706,1,No,11,3,3,3,0,6,2,0,0,0,0,LinkedIn,40
40,Current employee,Travel_Rarely,Research & Development,1,Master,Life Sciences,3,Male,3,1,Research Scientist,4,Married,1706,2,No,11,3,3,3,0,6,2,0,0,0,0,LinkedIn,40
51,Current employee,Travel_Rarely,Sales,26,Master,Marketing,1,Female,3,4,Manager,3,Married,16307,2,No,14,4,3,1,29,2,2,20,6,4,17,Recruit.net,22
39,Current employee,Travel_Rarely,Research & Development,24,Below college,Life Sciences,3,Female,3,4,Manager,3,Married,16307,2,No,14,4,3,1,29,2,2,20,6,4,17,Recruit.net,10
39,Current employee,Travel_Rarely,Research & Development,24,Below college,Technical Degree,3,Female,3,4,Manager,3,Married,16307,1,No,14,3,3,1,29,2,2,20,6,4,17,Recruit.net,10
51,Current employee,Travel_Rarely,Sales,26,Master,Technical Degree,1,Female,3,4,Manager,3,Married,16307,1,No,14,4,3,1,29,2,2,20,6,4,17,Recruit.net,22
39,Current employee,Travel_Rarely,Research & Development,24,Below college,Life Sciences,3,Female,3,4,Manager,3,Married,16307,2,No,14,3,3,1,29,2,2,20,6,4,17,Recruit.net,10
39,Current employee,Travel_Rarely,Research & Development,24,Below college,Technical Degree,3,Female,3,4,Manager,3,Married,16307,1,No,14,3,3,1,29,2,2,20,6,4,17,Recruit.net,10
51,Current employee,Travel_Rarely,Sales,26,Master,Marketing,1,Female,3,4,Manager,3,Married,16307,2,No,14,3,3,1,29,2,2,20,6,4,17,Recruit.net,22
51,Current employee,Travel_Rarely,Sales,26,Master,Technical Degree,1,Female,3,4,Manager,3,Married,16307,1,No,14,3,3,1,29,2,2,20,6,4,17,Recruit.net,22
51,Current employee,Travel_Rarely,Sales,26,Master,Marketing,1,Female,3,4,Manager,3,Married,16307,2,No,14,4,3,1,29,2,2,20,6,4,17,Recruit.net,22
39,Current employee,Travel_Rarely,Research & Development,24,Below college,Life Sciences,3,Female,3,4,Manager,3,Married,16307,2,No,14,4,3,1,29,2,2,20,6,4,17,Recruit.net,10
39,Current employee,Travel_Rarely,Research & Development,24,Below college,Technical Degree,3,Female,3,4,Manager,3,Married,16307,1,No,14,3,3,1,29,2,2,20,6,4,17,Recruit.net,10
51,Current employee,Travel_Rarely,Sales,26,Master,Technical Degree,1,Female,3,4,Manager,3,Married,16307,1,No,14,4,3,1,29,2,2,20,6,4,17,Recruit.net,22
39,Current employee,Travel_Rarely,Research & Development,24,Below college,Life Sciences,3,Female,3,4,Manager,3,Married,16307,2,No,14,3,3,1,29,2,2,20,6,4,17,Recruit.net,10
39,Current employee,Travel_Rarely,Research & Development,24,Below college,Technical Degree,3,Female,3,4,Manager,3,Married,16307,1,No,14,3,3,1,29,2,2,20,6,4,17,Recruit.net,10
51,Current employee,Travel_Rarely,Sales,26,Master,Marketing,1,Female,3,4,Manager,3,Married,16307,2,No,14,3,3,1,29,2,2,20,6,4,17,Recruit.net,22
51,Current employee,Travel_Rarely,Sales,26,Master,Technical Degree,1,Female,3,4,Manager,3,Married,16307,1,No,14,3,3,1,29,2,2,20,6,4,17,Recruit.net,22
44,Current employee,Travel_Rarely,Research & Development,4,Bachelor,Medical,4,Male,3,2,Healthcare Representative,2,Single,5933,9,No,12,4,4,0,10,2,2,5,2,2,3,Adzuna,34
37,Current employee,Travel_Rarely,Research & Development,10,Bachelor,Life Sciences,3,Male,3,2,Healthcare Representative,2,Single,5933,9,No,12,3,4,0,10,2,2,5,2,2,3,Adzuna,27
44,Current employee,Travel_Rarely,Research & Development,4,Bachelor,Life Sciences,4,Male,3,2,Healthcare Representative,2,Single,5933,0,No,12,3,4,0,10,2,2,5,2,2,3,Adzuna,34
37,Current employee,Travel_Rarely,Research & Development,10,Bachelor,Medical,3,Male,3,2,Healthcare Representative,2,Single,5933,0,No,12,3,4,0,10,2,2,5,2,2,3,Adzuna,27
37,Current employee,Travel_Rarely,Research & Development,10,Bachelor,Medical,3,Male,3,2,Healthcare Representative,2,Single,5933,0,No,12,3,4,0,10,2,2,5,2,2,3,Adzuna,27
44,Current employee,Travel_Rarely,Research & Development,4,Bachelor,Medical,4,Male,3,2,Healthcare Representative,2,Single,5933,9,No,12,3,4,0,10,2,2,5,2,2,3,Adzuna,34
44,Current employee,Travel_Rarely,Research & Development,4,Bachelor,Life Sciences,4,Male,3,2,Healthcare Representative,2,Single,5933,0,No,12,3,4,0,10,2,2,5,2,2,3,Adzuna,34
44,Current employee,Travel_Rarely,Research & Development,4,Bachelor,Medical,4,Male,3,2,Healthcare Representative,2,Single,5933,9,No,12,4,4,0,10,2,2,5,2,2,3,Adzuna,34
37,Current employee,Travel_Rarely,Research & Development,10,Bachelor,Life Sciences,3,Male,3,2,Healthcare Representative,2,Single,5933,9,No,12,3,4,0,10,2,2,5,2,2,3,Adzuna,27
44,Current employee,Travel_Rarely,Research & Development,4,Bachelor,Life Sciences,4,Male,3,2,Healthcare Representative,2,Single,5933,0,No,12,3,4,0,10,2,2,5,2,2,3,Adzuna,34
37,Current employee,Travel_Rarely,Research & Development,10,Bachelor,Medical,3,Male,3,2,Healthcare Representative,2,Single,5933,0,No,12,3,4,0,10,2,2,5,2,2,3,Adzuna,27
37,Current employee,Travel_Rarely,Research & Development,10,Bachelor,Life Sciences,3,Male,3,2,Healthcare Representative,2,Single,5933,9,No,12,3,4,0,10,2,2,5,2,2,3,Adzuna,27
37,Current employee,Travel_Rarely,Research & Development,10,Bachelor,Medical,3,Male,3,2,Healthcare Representative,2,Single,5933,0,No,12,3,4,0,10,2,2,5,2,2,3,Adzuna,27
44,Current employee,Travel_Rarely,Research & Development,4,Bachelor,Medical,4,Male,3,2,Healthcare Representative,2,Single,5933,9,No,12,3,4,0,10,2,2,5,2,2,3,Adzuna,34
44,Current employee,Travel_Rarely,Research & Development,4,Bachelor,Life Sciences,4,Male,3,2,Healthcare Representative,2,Single,5933,0,No,12,3,4,0,10,2,2,5,2,2,3,Adzuna,34
25,Current employee,Travel_Rarely,Research & Development,2,Below college,Medical,1,Male,4,1,Research Scientist,1,Single,3424,7,No,13,3,3,0,6,3,2,4,3,0,1,GlassDoor,19
52,Current employee,Non-Travel,Sales,29,Master,Life Sciences,3,Male,4,1,Research Scientist,1,Single,3424,7,No,13,3,3,0,6,3,2,4,3,0,1,GlassDoor,46
25,Current employee,Travel_Rarely,Research & Development,2,Below college,Life Sciences,1,Male,4,1,Research Scientist,1,Single,3424,2,No,13,3,3,0,6,3,2,4,3,0,1,GlassDoor,19
52,Current employee,Non-Travel,Sales,29,Master,Technical Degree,3,Male,4,1,Research Scientist,1,Single,3424,4,No,13,3,3,0,6,3,2,4,3,0,1,GlassDoor,46
25,Current employee,Travel_Rarely,Research & Development,2,Below college,Medical,1,Male,4,1,Research Scientist,1,Single,3424,7,No,13,3,3,0,6,3,2,4,3,0,1,GlassDoor,19
25,Current employee,Travel_Rarely,Research & Development,2,Below college,Life Sciences,1,Male,4,1,Research Scientist,1,Single,3424,2,No,13,3,3,0,6,3,2,4,3,0,1,GlassDoor,19
52,Current employee,Non-Travel,Sales,29,Master,Life Sciences,3,Male,4,1,Research Scientist,1,Single,3424,7,No,13,3,3,0,6,3,2,4,3,0,1,GlassDoor,46
52,Current employee,Non-Travel,Sales,29,Master,Technical Degree,3,Male,4,1,Research Scientist,1,Single,3424,4,No,13,3,3,0,6,3,2,4,3,0,1,GlassDoor,46
25,Current employee,Travel_Rarely,Research & Development,2,Below college,Medical,1,Male,4,1,Research Scientist,1,Single,3424,7,No,13,3,3,0,6,3,2,4,3,0,1,GlassDoor,19
52,Current employee,Non-Travel,Sales,29,Master,Life Sciences,3,Male,4,1,Research Scientist,1,Single,3424,7,No,13,3,3,0,6,3,2,4,3,0,1,GlassDoor,46
25,Current employee,Travel_Rarely,Research & Development,2,Below college,Life Sciences,1,Male,4,1,Research Scientist,1,Single,3424,2,No,13,3,3,0,6,3,2,4,3,0,1,GlassDoor,19
52,Current employee,Non-Travel,Sales,29,Master,Technical Degree,3,Male,4,1,Research Scientist,1,Single,3424,4,No,13,3,3,0,6,3,2,4,3,0,1,GlassDoor,46
25,Current employee,Travel_Rarely,Research & Development,2,Below college,Medical,1,Male,4,1,Research Scientist,1,Single,3424,7,No,13,3,3,0,6,3,2,4,3,0,1,GlassDoor,19
25,Current employee,Travel_Rarely,Research & Development,2,Below college,Life Sciences,1,Male,4,1,Research Scientist,1,Single,3424,2,No,13,3,3,0,6,3,2,4,3,0,1,GlassDoor,19
52,Current employee,Non-Travel,Sales,29,Master,Life Sciences,3,Male,4,1,Research Scientist,1,Single,3424,7,No,13,3,3,0,6,3,2,4,3,0,1,GlassDoor,46
52,Current employee,Non-Travel,Sales,29,Master,Technical Degree,3,Male,4,1,Research Scientist,1,Single,3424,4,No,13,3,3,0,6,3,2,4,3,0,1,GlassDoor,46
33,Current employee,Travel_Rarely,Sales,1,Bachelor,Medical,1,Male,4,2,Sales Executive,1,Divorced,4037,1,No,22,3,1,1,9,5,3,9,8,0,8,Company Website,24
39,Current employee,Non-Travel,Research & Development,9,Bachelor,Life Sciences,3,Male,4,2,Sales Executive,1,Divorced,4037,1,No,22,3,1,1,9,5,3,9,8,0,8,Company Website,30
33,Current employee,Travel_Rarely,Sales,1,Bachelor,Life Sciences,1,Male,4,2,Sales Executive,1,Divorced,4037,4,No,22,3,1,1,9,5,3,9,8,0,8,Company Website,24
39,Current employee,Non-Travel,Research & Development,9,Bachelor,Medical,3,Male,4,2,Sales Executive,1,Divorced,4037,6,No,22,3,1,1,9,5,3,9,8,0,8,Company Website,30
33,Current employee,Travel_Rarely,Sales,1,Bachelor,Medical,1,Male,4,2,Sales Executive,1,Divorced,4037,1,No,22,4,1,1,9,5,3,9,8,0,8,Company Website,24
33,Current employee,Travel_Rarely,Sales,1,Bachelor,Life Sciences,1,Male,4,2,Sales Executive,1,Divorced,4037,4,No,22,4,1,1,9,5,3,9,8,0,8,Company Website,24
39,Current employee,Non-Travel,Research & Development,9,Bachelor,Life Sciences,3,Male,4,2,Sales Executive,1,Divorced,4037,1,No,22,4,1,1,9,5,3,9,8,0,8,Company Website,30
39,Current employee,Non-Travel,Research & Development,9,Bachelor,Medical,3,Male,4,2,Sales Executive,1,Divorced,4037,6,No,22,4,1,1,9,5,3,9,8,0,8,Company Website,30
33,Current employee,Travel_Rarely,Sales,1,Bachelor,Medical,1,Male,4,2,Sales Executive,1,Divorced,4037,1,No,22,3,1,1,9,5,3,9,8,0,8,Company Website,24
39,Current employee,Non-Travel,Research & Development,9,Bachelor,Life Sciences,3,Male,4,2,Sales Executive,1,Divorced,4037,1,No,22,3,1,1,9,5,3,9,8,0,8,Company Website,30
33,Current employee,Travel_Rarely,Sales,1,Bachelor,Life Sciences,1,Male,4,2,Sales Executive,1,Divorced,4037,4,No,22,3,1,1,9,5,3,9,8,0,8,Company Website,24
39,Current employee,Non-Travel,Research & Development,9,Bachelor,Medical,3,Male,4,2,Sales Executive,1,Divorced,4037,6,No,22,3,1,1,9,5,3,9,8,0,8,Company Website,30
33,Current employee,Travel_Rarely,Sales,1,Bachelor,Medical,1,Male,4,2,Sales Executive,1,Divorced,4037,1,No,22,4,1,1,9,5,3,9,8,0,8,Company Website,24
33,Current employee,Travel_Rarely,Sales,1,Bachelor,Life Sciences,1,Male,4,2,Sales Executive,1,Divorced,4037,4,No,22,4,1,1,9,5,3,9,8,0,8,Company Website,24
39,Current employee,Non-Travel,Research & Development,9,Bachelor,Life Sciences,3,Male,4,2,Sales Executive,1,Divorced,4037,1,No,22,4,1,1,9,5,3,9,8,0,8,Company Website,30
35,Current employee,Travel_Rarely,Research & Development,27,Below college,Medical,3,Female,2,1,Research Scientist,1,Single,2559,1,No,11,3,4,0,6,3,2,6,5,1,1,Indeed,29
36,Current employee,Travel_Frequently,Research & Development,4,College,Life Sciences,3,Female,2,1,Research Scientist,1,Single,2559,1,No,11,4,4,0,6,3,2,6,5,1,1,Indeed,30
36,Current employee,Travel_Frequently,Research & Development,4,College,Life Sciences,3,Female,2,1,Research Scientist,1,Single,2559,3,No,11,4,4,0,6,3,2,6,5,1,1,Indeed,30
35,Current employee,Travel_Rarely,Research & Development,27,Below college,Technical Degree,3,Female,2,1,Research Scientist,1,Single,2559,4,No,11,3,4,0,6,3,2,6,5,1,1,Indeed,29
35,Current employee,Travel_Rarely,Research & Development,27,Below college,Medical,3,Female,2,1,Research Scientist,1,Single,2559,1,No,11,3,4,0,6,3,2,6,5,1,1,Indeed,29
35,Current employee,Travel_Rarely,Research & Development,27,Below college,Technical Degree,3,Female,2,1,Research Scientist,1,Single,2559,4,No,11,3,4,0,6,3,2,6,5,1,1,Indeed,29
36,Current employee,Travel_Frequently,Research & Development,4,College,Life Sciences,3,Female,2,1,Research Scientist,1,Single,2559,1,No,11,3,4,0,6,3,2,6,5,1,1,Indeed,30
36,Current employee,Travel_Frequently,Research & Development,4,College,Life Sciences,3,Female,2,1,Research Scientist,1,Single,2559,3,No,11,3,4,0,6,3,2,6,5,1,1,Indeed,30
35,Current employee,Travel_Rarely,Research & Development,27,Below college,Medical,3,Female,2,1,Research Scientist,1,Single,2559,1,No,11,3,4,0,6,3,2,6,5,1,1,Indeed,29
36,Current employee,Travel_Frequently,Research & Development,4,College,Life Sciences,3,Female,2,1,Research Scientist,1,Single,2559,1,No,11,4,4,0,6,3,2,6,5,1,1,Indeed,30
36,Current employee,Travel_Frequently,Research & Development,4,College,Life Sciences,3,Female,2,1,Research Scientist,1,Single,2559,3,No,11,4,4,0,6,3,2,6,5,1,1,Indeed,30
35,Current employee,Travel_Rarely,Research & Development,27,Below college,Technical Degree,3,Female,2,1,Research Scientist,1,Single,2559,4,No,11,3,4,0,6,3,2,6,5,1,1,Indeed,29
35,Current employee,Travel_Rarely,Research & Development,27,Below college,Medical,3,Female,2,1,Research Scientist,1,Single,2559,1,No,11,3,4,0,6,3,2,6,5,1,1,Indeed,29
35,Current employee,Travel_Rarely,Research & Development,27,Below college,Technical Degree,3,Female,2,1,Research Scientist,1,Single,2559,4,No,11,3,4,0,6,3,2,6,5,1,1,Indeed,29
36,Current employee,Travel_Frequently,Research & Development,4,College,Life Sciences,3,Female,2,1,Research Scientist,1,Single,2559,1,No,11,3,4,0,6,3,2,6,5,1,1,Indeed,30
36,Current employee,Travel_Frequently,Research & Development,4,College,Life Sciences,3,Female,2,1,Research Scientist,1,Single,2559,3,No,11,3,4,0,6,3,2,6,5,1,1,Indeed,30
36,Current employee,Travel_Rarely,Sales,1,College,Life Sciences,2,Male,3,2,Sales Executive,4,Married,6201,1,Yes,14,3,4,1,18,1,2,18,14,4,11,Adzuna,18
56,Current employee,Non-Travel,Research & Development,1,Master,Life Sciences,3,Male,3,2,Sales Executive,4,Married,6201,1,Yes,14,3,4,1,18,1,2,18,14,4,11,Adzuna,38
36,Current employee,Travel_Rarely,Sales,1,College,Life Sciences,2,Male,3,2,Sales Executive,4,Married,6201,4,Yes,14,3,4,1,18,1,2,18,14,4,11,Adzuna,18
56,Current employee,Non-Travel,Research & Development,1,Master,Life Sciences,3,Male,3,2,Sales Executive,4,Married,6201,4,Yes,14,3,4,1,18,1,2,18,14,4,11,Adzuna,38
36,Current employee,Travel_Rarely,Sales,1,College,Life Sciences,2,Male,3,2,Sales Executive,4,Married,6201,1,Yes,14,3,4,1,18,1,2,18,14,4,11,Adzuna,18
36,Current employee,Travel_Rarely,Sales,1,College,Life Sciences,2,Male,3,2,Sales Executive,4,Married,6201,4,Yes,14,3,4,1,18,1,2,18,14,4,11,Adzuna,18
56,Current employee,Non-Travel,Research & Development,1,Master,Life Sciences,3,Male,3,2,Sales Executive,4,Married,6201,1,Yes,14,3,4,1,18,1,2,18,14,4,11,Adzuna,38
36,Current employee,Travel_Rarely,Sales,1,College,Life Sciences,2,Male,3,2,Sales Executive,4,Married,6201,1,Yes,14,3,4,1,18,1,2,18,14,4,11,Adzuna,18
56,Current employee,Non-Travel,Research & Development,1,Master,Life Sciences,3,Male,3,2,Sales Executive,4,Married,6201,1,Yes,14,3,4,1,18,1,2,18,14,4,11,Adzuna,38
36,Current employee,Travel_Rarely,Sales,1,College,Life Sciences,2,Male,3,2,Sales Executive,4,Married,6201,4,Yes,14,3,4,1,18,1,2,18,14,4,11,Adzuna,18
56,Current employee,Non-Travel,Research & Development,1,Master,Life Sciences,3,Male,3,2,Sales Executive,4,Married,6201,4,Yes,14,3,4,1,18,1,2,18,14,4,11,Adzuna,38
36,Current employee,Travel_Rarely,Sales,1,College,Life Sciences,2,Male,3,2,Sales Executive,4,Married,6201,1,Yes,14,3,4,1,18,1,2,18,14,4,11,Adzuna,18
36,Current employee,Travel_Rarely,Sales,1,College,Life Sciences,2,Male,3,2,Sales Executive,4,Married,6201,4,Yes,14,3,4,1,18,1,2,18,14,4,11,Adzuna,18
56,Current employee,Non-Travel,Research & Development,1,Master,Life Sciences,3,Male,3,2,Sales Executive,4,Married,6201,1,Yes,14,3,4,1,18,1,2,18,14,4,11,Adzuna,38
32,Current employee,Travel_Rarely,Sales,13,Master,Life Sciences,2,Male,3,2,Sales Executive,4,Divorced,4403,2,No,11,3,3,1,8,3,2,5,2,0,3,GlassDoor,24
42,Current employee,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,3,Male,3,2,Sales Executive,4,Divorced,4403,2,No,11,3,3,1,8,3,2,5,2,0,3,GlassDoor,34
42,Current employee,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,3,Male,3,2,Sales Executive,4,Divorced,4403,4,No,11,3,3,1,8,3,2,5,2,0,3,GlassDoor,34
32,Current employee,Travel_Rarely,Sales,13,Master,Medical,2,Male,3,2,Sales Executive,4,Divorced,4403,7,No,11,4,3,1,8,3,2,5,2,0,3,GlassDoor,24
32,Current employee,Travel_Rarely,Sales,13,Master,Life Sciences,2,Male,3,2,Sales Executive,4,Divorced,4403,2,No,11,3,3,1,8,3,2,5,2,0,3,GlassDoor,24
32,Current employee,Travel_Rarely,Sales,13,Master,Medical,2,Male,3,2,Sales Executive,4,Divorced,4403,7,No,11,3,3,1,8,3,2,5,2,0,3,GlassDoor,24
42,Current employee,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,3,Male,3,2,Sales Executive,4,Divorced,4403,2,No,11,3,3,1,8,3,2,5,2,0,3,GlassDoor,34
42,Current employee,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,3,Male,3,2,Sales Executive,4,Divorced,4403,4,No,11,3,3,1,8,3,2,5,2,0,3,GlassDoor,34
32,Current employee,Travel_Rarely,Sales,13,Master,Life Sciences,2,Male,3,2,Sales Executive,4,Divorced,4403,2,No,11,3,3,1,8,3,2,5,2,0,3,GlassDoor,24
42,Current employee,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,3,Male,3,2,Sales Executive,4,Divorced,4403,2,No,11,3,3,1,8,3,2,5,2,0,3,GlassDoor,34
42,Current employee,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,3,Male,3,2,Sales Executive,4,Divorced,4403,4,No,11,3,3,1,8,3,2,5,2,0,3,GlassDoor,34
32,Current employee,Travel_Rarely,Sales,13,Master,Medical,2,Male,3,2,Sales Executive,4,Divorced,4403,7,No,11,4,3,1,8,3,2,5,2,0,3,GlassDoor,24
32,Current employee,Travel_Rarely,Sales,13,Master,Life Sciences,2,Male,3,2,Sales Executive,4,Divorced,4403,2,No,11,3,3,1,8,3,2,5,2,0,3,GlassDoor,24
32,Current employee,Travel_Rarely,Sales,13,Master,Medical,2,Male,3,2,Sales Executive,4,Divorced,4403,7,No,11,3,3,1,8,3,2,5,2,0,3,GlassDoor,24
