Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Employee Source,AgeStartedWorking
54,Current employee,Travel_Rarely,Sales,2,Master,Life Sciences,3,Female,2,3,Sales Executive,3,Married,10686,6,No,11,3,2,1,13,4,3,9,4,7,0,Jora,41
38,Current employee,Travel_Rarely,Sales,2,Master,Marketing,3,Female,2,3,Sales Executive,3,Married,10686,6,No,11,3,2,1,13,4,3,9,4,7,0,Jora,25
56,Current employee,Travel_Frequently,Research & Development,9,Bachelor,Medical,1,Female,3,1,Research Scientist,3,Married,2942,2,No,19,3,2,1,18,4,3,5,4,0,3,LinkedIn,38
32,Current employee,Travel_Frequently,Sales,10,Master,Marketing,3,Female,3,1,Research Scientist,3,Married,2942,2,No,19,3,2,1,18,4,3,5,4,0,3,LinkedIn,14
56,Current employee,Travel_Frequently,Research & Development,9,Bachelor,Medical,1,Female,3,1,Research Director,2,Single,19246,1,Yes,12,3,4,0,40,4,3,5,4,0,3,LinkedIn,16
36,Current employee,Travel_Rarely,Research & Development,12,Doctor,Medical,4,Female,2,3,Manufacturing Director,4,Single,8858,0,No,11,3,2,0,15,2,2,14,8,7,8,Referral,21
32,Voluntary Resignation,Travel_Rarely,Sales,2,Master,Marketing,3,Female,2,3,Manufacturing Director,4,Single,8858,0,No,11,3,2,0,15,2,2,14,8,7,8,Referral,17
55,Current employee,Non-Travel,Research & Development,2,Below college,Medical,3,Male,2,4,Manager,1,Single,16756,7,No,15,4,2,0,31,3,4,9,7,6,2,Adzuna,24
36,Current employee,Travel_Rarely,Sales,17,College,Marketing,3,Male,2,4,Manager,1,Single,16756,7,No,15,3,2,0,31,3,4,9,7,6,2,Adzuna,5
53,Current employee,Non-Travel,Research & Development,1,Master,Life Sciences,3,Male,2,4,Manager,2,Divorced,15972,6,No,14,3,3,3,29,2,3,3,2,1,2,Company Website,24
43,Current employee,Travel_Rarely,Sales,25,Bachelor,Medical,3,Male,2,3,Sales Executive,4,Divorced,10798,5,No,13,3,3,1,18,5,3,1,0,0,0,GlassDoor,25
41,Current employee,Travel_Rarely,Sales,8,Bachelor,Marketing,3,Male,2,3,Sales Executive,4,Divorced,10798,5,No,13,4,3,1,18,5,3,1,0,0,0,GlassDoor,23
20,Voluntary Resignation,Travel_Frequently,Sales,9,Bachelor,Marketing,4,Female,3,1,Sales Representative,4,Single,2323,1,Yes,14,3,2,0,2,3,3,2,2,0,2,Company Website,18
33,Current employee,Travel_Rarely,Sales,10,Master,Marketing,3,Female,3,1,Sales Representative,4,Single,2323,1,Yes,14,3,2,0,2,3,3,2,2,0,2,Company Website,31
20,Voluntary Resignation,Travel_Frequently,Sales,9,Bachelor,Marketing,2,Female,3,1,Sales Representative,4,Single,2323,1,Yes,14,3,2,0,16,2,3,16,15,1,10,Company Website,4
21,Voluntary Resignation,Travel_Rarely,Research & Development,10,Bachelor,Life Sciences,3,Female,2,1,Laboratory Technician,1,Single,1416,1,No,13,3,1,0,1,6,2,1,0,1,0,Indeed,20
28,Voluntary Resignation,Travel_Rarely,Sales,13,College,Marketing,3,Female,2,1,Laboratory Technician,1,Single,1416,1,No,13,3,1,0,1,6,2,1,0,1,0,Indeed,27
46,Current employee,Travel_Rarely,Research & Development,8,Master,Life Sciences,4,Female,2,2,Research Scientist,1,Divorced,4615,8,Yes,23,4,1,3,19,2,3,16,13,1,7,Adzuna,27
56,Current employee,Travel_Rarely,Sales,11,Doctor,Marketing,3,Female,2,2,Research Scientist,1,Divorced,4615,8,Yes,23,3,1,3,19,2,3,16,13,1,7,Adzuna,37
56,Current employee,Travel_Rarely,Sales,11,Doctor,Medical,3,Female,2,2,Research Director,3,Married,15787,2,Yes,14,3,2,0,23,2,3,16,13,1,7,Adzuna,33
51,Voluntary Resignation,Travel_Rarely,Research & Development,4,Master,Life Sciences,1,Male,3,1,Research Scientist,3,Married,2461,9,Yes,12,3,3,3,18,2,4,10,0,2,7,GlassDoor,33
42,Current employee,Travel_Rarely,Sales,12,Master,Marketing,3,Male,3,1,Research Scientist,3,Married,2461,9,Yes,12,3,3,3,18,2,4,10,0,2,7,GlassDoor,24
28,Voluntary Resignation,Non-Travel,Research & Development,24,College,Technical Degree,2,Male,2,3,Healthcare Representative,1,Single,8722,1,No,12,3,1,0,10,2,2,10,7,1,9,Company Website,18
34,Current employee,Travel_Rarely,Sales,1,Bachelor,Marketing,3,Male,2,3,Healthcare Representative,1,Single,8722,1,No,12,4,1,0,10,2,2,10,7,1,9,Company Website,24
26,Current employee,Travel_Rarely,Research & Development,1,College,Medical,1,Male,2,1,Laboratory Technician,1,Married,3955,1,No,16,3,1,2,6,2,3,5,3,1,3,Indeed,20
27,Current employee,Travel_Rarely,Sales,9,Bachelor,Marketing,3,Male,2,1,Laboratory Technician,1,Married,3955,1,No,16,4,1,2,6,2,3,5,3,1,3,Indeed,21
30,Current employee,Travel_Rarely,Research & Development,20,Bachelor,Other,3,Male,3,2,Manufacturing Director,1,Married,9957,0,No,15,3,3,1,7,1,2,6,2,0,2,Jora,23
31,Voluntary Resignation,Travel_Frequently,Sales,26,Master,Marketing,3,Male,3,2,Manufacturing Director,1,Married,9957,0,No,15,3,3,1,7,1,2,6,2,0,2,Jora,24
41,Current employee,Travel_Rarely,Research & Development,7,College,Technical Degree,2,Female,4,1,Research Scientist,3,Married,3376,1,No,13,3,3,0,10,3,3,10,6,0,8,LinkedIn,31
39,Current employee,Travel_Rarely,Sales,15,Master,Marketing,3,Female,4,1,Research Scientist,3,Married,3376,1,No,13,4,3,0,10,3,3,10,6,0,8,LinkedIn,29
38,Current employee,Travel_Rarely,Research & Development,17,Below college,Life Sciences,3,Female,2,3,Healthcare Representative,3,Married,8823,0,No,18,3,1,1,20,4,2,19,9,1,9,Recruit.net,18
40,Current employee,Travel_Rarely,Sales,2,College,Marketing,3,Female,2,3,Healthcare Representative,3,Married,8823,0,No,18,3,1,1,20,4,2,19,9,1,9,Recruit.net,20
40,Current employee,Travel_Rarely,Research & Development,20,Master,Technical Degree,1,Male,3,3,Healthcare Representative,4,Married,10322,4,No,20,3,4,1,14,6,3,11,10,11,1,Seek,26
32,Current employee,Travel_Rarely,Sales,1,Master,Marketing,3,Male,3,3,Healthcare Representative,4,Married,10322,4,No,20,4,4,1,14,6,3,11,10,11,1,Seek,18
40,Current employee,Travel_Rarely,Research & Development,20,Master,Medical,1,Male,3,2,Sales Executive,4,Single,4908,1,No,14,3,3,0,1,4,1,1,0,0,0,Seek,39
27,Current employee,Non-Travel,Research & Development,8,Doctor,Life Sciences,1,Male,1,1,Laboratory Technician,3,Married,4621,1,No,19,4,4,3,3,4,3,3,2,1,2,Jora,24
23,Voluntary Resignation,Travel_Frequently,Sales,9,Bachelor,Marketing,3,Male,1,1,Laboratory Technician,3,Married,4621,1,No,19,4,4,3,3,4,3,3,2,1,2,Jora,20
55,Current employee,Travel_Frequently,Research & Development,2,Below college,Life Sciences,4,Male,3,3,Manufacturing Director,2,Married,10976,3,No,18,3,2,1,23,4,3,3,2,1,2,LinkedIn,32
34,Current employee,Travel_Rarely,Sales,28,Bachelor,Marketing,3,Male,3,3,Manufacturing Director,2,Married,10976,3,No,18,3,2,1,23,4,3,3,2,1,2,LinkedIn,11
28,Current employee,Travel_Rarely,Research & Development,10,Bachelor,Other,3,Female,3,2,Research Scientist,3,Single,3660,3,No,13,4,4,0,10,4,4,8,7,1,7,Recruit.net,18
36,Current employee,Non-Travel,Sales,15,Master,Marketing,3,Female,3,2,Research Scientist,3,Single,3660,3,No,13,3,4,0,10,4,4,8,7,1,7,Recruit.net,26
44,Voluntary Resignation,Travel_Rarely,Human Resources,1,College,Medical,2,Male,2,3,Human Resources,1,Married,10482,9,No,14,4,4,1,24,1,3,20,6,3,6,Seek,20
36,Current employee,Travel_Rarely,Sales,11,Master,Marketing,3,Male,2,3,Human Resources,1,Married,10482,9,No,14,3,4,1,24,1,3,20,6,3,6,Seek,12
33,Current employee,Travel_Rarely,Research & Development,5,Bachelor,Life Sciences,4,Male,2,3,Healthcare Representative,4,Divorced,7119,4,No,15,3,3,1,9,2,3,3,2,1,2,Jora,24
50,Voluntary Resignation,Travel_Rarely,Sales,28,Bachelor,Marketing,3,Male,2,3,Healthcare Representative,4,Divorced,7119,4,No,15,3,3,1,9,2,3,3,2,1,2,Jora,41
35,Voluntary Resignation,Travel_Rarely,Sales,4,Bachelor,Technical Degree,4,Male,3,3,Sales Executive,1,Single,9582,0,Yes,22,3,1,0,9,2,3,8,7,4,7,LinkedIn,26
39,Current employee,Travel_Rarely,Sales,24,Below college,Marketing,3,Male,3,3,Sales Executive,1,Single,9582,0,Yes,22,4,1,0,9,2,3,8,7,4,7,LinkedIn,30
33,Voluntary Resignation,Travel_Frequently,Research & Development,29,Master,Medical,1,Female,2,2,Research Scientist,3,Single,4508,1,No,22,3,2,0,14,4,3,13,7,3,8,Recruit.net,19
27,Current employee,Travel_Rarely,Research & Development,2,Below college,Medical,3,Female,2,2,Research Scientist,3,Single,4508,1,No,22,4,2,0,14,4,3,13,7,3,8,Recruit.net,13
28,Current employee,Travel_Rarely,Research & Development,15,College,Life Sciences,1,Male,3,1,Laboratory Technician,3,Divorced,2207,1,No,16,4,4,1,4,5,2,4,2,2,2,Seek,24
59,Current employee,Travel_Rarely,Research & Development,3,Bachelor,Medical,3,Male,3,1,Laboratory Technician,3,Divorced,2207,1,No,16,3,4,1,4,5,2,4,2,2,2,Seek,55
59,Current employee,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,3,Male,3,1,Manufacturing Director,1,Married,10008,1,Yes,14,3,4,0,31,2,3,0,0,0,0,Seek,28
34,Current employee,Travel_Frequently,Research & Development,3,Below college,Life Sciences,1,Male,3,2,Healthcare Representative,4,Single,7756,0,No,17,3,3,0,7,1,2,6,2,0,4,Jora,27
36,Current employee,Travel_Rarely,Research & Development,27,Bachelor,Medical,3,Male,3,2,Healthcare Representative,4,Single,7756,0,No,17,3,3,0,7,1,2,6,2,0,4,Jora,29
37,Current employee,Travel_Rarely,Sales,10,Master,Life Sciences,4,Female,2,2,Sales Executive,4,Divorced,6694,2,Yes,14,3,3,3,8,5,3,1,0,0,0,LinkedIn,29
35,Current employee,Travel_Rarely,Research & Development,16,Bachelor,Medical,3,Female,2,2,Sales Executive,4,Divorced,6694,2,Yes,14,3,3,3,8,5,3,1,0,0,0,LinkedIn,27
25,Voluntary Resignation,Travel_Rarely,Research & Development,4,Below college,Technical Degree,4,Male,3,1,Laboratory Technician,4,Married,3691,1,Yes,15,3,2,1,7,3,4,7,7,5,6,Recruit.net,18
34,Current employee,Travel_Rarely,Research & Development,19,College,Medical,3,Male,3,1,Laboratory Technician,4,Married,3691,1,Yes,15,3,2,1,7,3,4,7,7,5,6,Recruit.net,27
26,Voluntary Resignation,Travel_Rarely,Research & Development,21,Bachelor,Medical,1,Male,3,1,Laboratory Technician,3,Divorced,2377,1,No,20,3,3,1,1,0,2,1,1,0,0,Seek,25
22,Current employee,Non-Travel,Research & Development,16,College,Medical,3,Male,3,1,Laboratory Technician,3,Divorced,2377,1,No,20,4,3,1,1,0,2,1,1,0,0,Seek,21
33,Voluntary Resignation,Travel_Rarely,Research & Development,25,Bachelor,Medical,1,Male,2,1,Research Scientist,2,Single,2313,4,Yes,20,3,2,0,5,0,3,2,2,2,2,Company Website,28
34,Voluntary Resignation,Travel_Rarely,Research & Development,6,Below college,Medical,3,Male,2,1,Research Scientist,2,Single,2313,4,Yes,20,3,2,0,5,0,3,2,2,2,2,Company Website,29
42,Current employee,Travel_Rarely,Research & Development,2,College,Medical,4,Male,3,4,Manager,1,Married,17665,0,No,17,3,4,1,23,3,3,22,6,13,7,Indeed,19
44,Current employee,Travel_Rarely,Research & Development,7,Master,Medical,3,Male,3,4,Manager,1,Married,17665,0,No,17,3,4,1,23,3,3,22,6,13,7,Indeed,21
28,Voluntary Resignation,Travel_Frequently,Research & Development,1,Bachelor,Medical,1,Male,2,1,Laboratory Technician,2,Divorced,2596,1,No,15,3,1,2,1,2,3,1,0,0,0,Adzuna,27
33,Current employee,Travel_Rarely,Research & Development,2,Bachelor,Medical,3,Male,2,1,Laboratory Technician,2,Divorced,2596,1,No,15,3,1,2,1,2,3,1,0,0,0,Adzuna,32
50,Voluntary Resignation,Travel_Frequently,Sales,1,Master,Other,4,Male,3,2,Sales Executive,3,Single,4728,3,Yes,14,3,4,0,5,4,3,0,0,0,0,GlassDoor,45
30,Current employee,Travel_Rarely,Research & Development,9,College,Medical,3,Male,3,2,Sales Executive,3,Single,4728,3,Yes,14,4,4,0,5,4,3,0,0,0,0,GlassDoor,25
33,Current employee,Travel_Frequently,Sales,7,Bachelor,Life Sciences,4,Female,3,2,Sales Executive,2,Married,4302,0,No,17,4,3,1,4,3,3,3,2,0,2,Company Website,29
24,Voluntary Resignation,Travel_Rarely,Research & Development,1,Bachelor,Medical,3,Female,3,2,Sales Executive,2,Married,4302,0,No,17,3,3,1,4,3,3,3,2,0,2,Company Website,20
34,Current employee,Non-Travel,Research & Development,3,Master,Life Sciences,3,Male,2,1,Research Scientist,4,Married,2979,3,No,17,4,4,3,6,2,3,0,0,0,0,Indeed,28
43,Current employee,Travel_Rarely,Research & Development,2,College,Medical,3,Male,2,1,Research Scientist,4,Married,2979,3,No,17,3,4,3,6,2,3,0,0,0,0,Indeed,37
48,Current employee,Non-Travel,Research & Development,1,Master,Medical,1,Male,4,4,Manager,4,Single,16885,2,No,22,3,3,0,27,3,2,5,4,2,1,Jora,21
30,Current employee,Travel_Frequently,Research & Development,1,College,Medical,3,Male,4,4,Manager,4,Single,16885,2,No,22,4,3,0,27,3,2,5,4,2,1,Jora,3
45,Current employee,Non-Travel,Sales,9,Master,Life Sciences,2,Female,2,2,Sales Executive,3,Married,5593,1,No,13,3,4,1,15,2,3,15,10,4,12,Company Website,30
35,Current employee,Non-Travel,Research & Development,11,College,Medical,3,Female,2,2,Sales Executive,3,Married,5593,1,No,13,3,4,1,15,2,3,15,10,4,12,Company Website,20
35,Current employee,Non-Travel,Research & Development,11,College,Medical,3,Female,2,2,Sales Executive,3,Married,4898,0,No,12,3,4,2,5,3,3,4,2,1,2,Adzuna,30
52,Current employee,Travel_Rarely,Research & Development,7,Master,Life Sciences,2,Male,3,3,Healthcare Representative,2,Single,10445,7,No,19,3,4,0,18,4,3,8,6,4,0,Company Website,34
35,Current employee,Travel_Rarely,Research & Development,23,Master,Medical,3,Male,3,3,Healthcare Representative,2,Single,10445,7,No,19,3,4,0,18,4,3,8,6,4,0,Company Website,17
35,Current employee,Travel_Rarely,Research & Development,23,Master,Medical,3,Male,3,3,Healthcare Representative,2,Single,6118,1,No,13,3,3,3,10,2,3,10,9,1,2,Company Website,25
38,Current employee,Travel_Rarely,Sales,10,Master,Marketing,3,Male,2,3,Sales Executive,3,Divorced,8740,0,Yes,14,3,2,2,9,2,3,8,7,2,7,Company Website,29
32,Current employee,Travel_Rarely,Research & Development,1,Bachelor,Medical,3,Male,2,3,Sales Executive,3,Divorced,8740,0,Yes,14,4,2,2,9,2,3,8,7,2,7,Company Website,23
29,Current employee,Travel_Rarely,Research & Development,28,Master,Life Sciences,3,Female,3,1,Research Scientist,4,Divorced,2514,4,No,22,3,1,1,11,1,3,7,5,1,7,Company Website,18
50,Current employee,Travel_Rarely,Research & Development,7,College,Medical,3,Female,3,1,Research Scientist,4,Divorced,2514,4,No,22,4,1,1,11,1,3,7,5,1,7,Company Website,39
28,Current employee,Travel_Rarely,Research & Development,3,Bachelor,Medical,4,Female,3,3,Manufacturing Director,2,Divorced,7655,0,No,17,4,2,3,10,3,2,9,7,1,7,LinkedIn,18
55,Current employee,Travel_Rarely,Research & Development,8,Bachelor,Medical,3,Female,3,3,Manufacturing Director,2,Divorced,7655,0,No,17,3,2,3,10,3,2,9,7,1,7,LinkedIn,45
55,Current employee,Travel_Rarely,Research & Development,8,Bachelor,Medical,3,Female,3,3,Manufacturing Director,3,Married,6132,1,No,17,3,3,0,10,3,2,9,7,1,7,LinkedIn,45
46,Current employee,Travel_Rarely,Sales,3,Below college,Marketing,1,Male,3,4,Manager,3,Married,17465,3,No,12,3,4,1,23,3,3,12,9,4,9,Recruit.net,23
35,Current employee,Travel_Frequently,Research & Development,1,Bachelor,Medical,3,Male,3,4,Manager,3,Married,17465,3,No,12,3,4,1,23,3,3,12,9,4,9,Recruit.net,12
35,Current employee,Travel_Frequently,Research & Development,1,Bachelor,Medical,3,Male,3,4,Manager,3,Married,8392,1,No,16,3,3,1,10,2,3,10,7,0,7,Company Website,25
38,Current employee,Travel_Rarely,Sales,2,College,Marketing,4,Male,3,3,Sales Executive,2,Single,7351,7,No,16,3,3,0,10,2,3,1,0,0,0,Company Website,28
36,Voluntary Resignation,Travel_Rarely,Research & Development,9,Bachelor,Medical,3,Male,3,3,Sales Executive,2,Single,7351,7,No,16,4,3,0,10,2,3,1,0,0,0,Company Website,26
43,Current employee,Travel_Frequently,Research & Development,27,Bachelor,Life Sciences,3,Female,3,3,Manufacturing Director,1,Married,10820,8,No,11,3,3,1,18,1,3,8,7,0,1,Company Website,25
31,Current employee,Travel_Rarely,Research & Development,1,Master,Medical,3,Female,3,3,Manufacturing Director,1,Married,10820,8,No,11,3,3,1,18,1,3,8,7,0,1,Company Website,13
39,Voluntary Resignation,Travel_Frequently,Research & Development,2,Bachelor,Life Sciences,1,Male,3,4,Healthcare Representative,4,Divorced,12169,7,No,11,3,4,3,21,4,3,18,7,11,5,Company Website,18
37,Current employee,Travel_Rarely,Research & Development,7,Master,Medical,3,Male,3,4,Healthcare Representative,4,Divorced,12169,7,No,11,3,4,3,21,4,3,18,7,11,5,Company Website,16
40,Current employee,Travel_Rarely,Research & Development,14,Bachelor,Medical,3,Male,2,5,Research Director,3,Single,19626,1,No,14,3,1,0,21,2,4,20,7,4,9,Recruit.net,19
46,Current employee,Travel_Rarely,Human Resources,5,College,Medical,3,Male,2,5,Research Director,3,Single,19626,1,No,14,3,1,0,21,2,4,20,7,4,9,Recruit.net,25
21,Current employee,Travel_Rarely,Research & Development,1,Below college,Technical Degree,4,Female,2,1,Research Scientist,2,Single,2070,1,Yes,11,4,3,0,2,6,4,2,2,2,2,Seek,19
35,Current employee,Travel_Rarely,Research & Development,1,Bachelor,Medical,3,Female,2,1,Research Scientist,2,Single,2070,1,Yes,11,3,3,0,2,6,4,2,2,2,2,Seek,33
35,Current employee,Travel_Rarely,Research & Development,1,Bachelor,Medical,3,Female,2,1,Research Scientist,2,Single,5985,4,No,11,3,2,0,10,1,4,2,2,0,2,Recruit.net,25
39,Current employee,Non-Travel,Research & Development,9,Bachelor,Life Sciences,3,Male,3,2,Laboratory Technician,2,Single,6782,9,No,15,4,3,0,9,2,2,5,4,0,3,Jora,30
38,Current employee,Non-Travel,Research & Development,6,Bachelor,Medical,3,Male,3,2,Laboratory Technician,2,Single,6782,9,No,15,4,3,0,9,2,2,5,4,0,3,Jora,29
36,Current employee,Non-Travel,Research & Development,18,Master,Life Sciences,1,Male,3,2,Manufacturing Director,4,Single,7779,2,No,20,3,1,0,18,0,3,11,9,0,9,LinkedIn,18
34,Current employee,Travel_Rarely,Research & Development,1,College,Medical,3,Male,3,2,Manufacturing Director,4,Single,7779,2,No,20,3,1,0,18,0,3,11,9,0,9,LinkedIn,16
31,Current employee,Travel_Frequently,Sales,20,Bachelor,Life Sciences,3,Male,4,1,Sales Representative,4,Married,2791,0,No,12,4,1,1,3,4,3,2,2,2,2,Recruit.net,28
46,Voluntary Resignation,Travel_Rarely,Sales,9,College,Medical,3,Male,4,1,Sales Representative,4,Married,2791,0,No,12,3,1,1,3,4,3,2,2,2,2,Recruit.net,43
28,Current employee,Travel_Rarely,Research & Development,2,Below college,Life Sciences,1,Male,2,1,Research Scientist,2,Married,3201,0,No,17,3,1,0,6,2,1,5,3,0,4,Seek,22
30,Current employee,Travel_Rarely,Sales,4,College,Medical,3,Male,2,1,Research Scientist,2,Married,3201,0,No,17,4,1,0,6,2,1,5,3,0,4,Seek,24
35,Current employee,Travel_Frequently,Sales,11,College,Marketing,4,Male,3,2,Sales Executive,4,Divorced,4968,1,No,11,3,4,1,5,3,3,5,2,0,2,Company Website,30
46,Current employee,Travel_Frequently,Research & Development,1,Bachelor,Medical,3,Male,3,2,Sales Executive,4,Divorced,4968,1,No,11,3,4,1,5,3,3,5,2,0,2,Company Website,41
35,Current employee,Travel_Frequently,Sales,11,College,Medical,4,Male,2,1,Laboratory Technician,4,Divorced,2532,6,No,14,3,2,1,9,3,2,6,5,1,2,Company Website,26
49,Current employee,Travel_Rarely,Sales,8,Master,Technical Degree,4,Male,2,4,Sales Executive,2,Married,13120,6,No,17,3,2,1,22,3,3,9,8,2,3,Indeed,27
32,Current employee,Travel_Rarely,Sales,6,Master,Medical,3,Male,2,4,Sales Executive,2,Married,13120,6,No,17,3,2,1,22,3,3,9,8,2,3,Indeed,10
34,Current employee,Travel_Frequently,Research & Development,2,College,Life Sciences,4,Male,3,2,Manufacturing Director,3,Single,4033,2,No,11,4,4,0,5,3,2,3,2,0,2,Adzuna,29
28,Current employee,Non-Travel,Sales,4,Bachelor,Medical,3,Male,3,2,Manufacturing Director,3,Single,4033,2,No,11,3,4,0,5,3,2,3,2,0,2,Adzuna,23
29,Current employee,Travel_Frequently,Research & Development,10,Bachelor,Life Sciences,4,Female,3,1,Research Scientist,2,Divorced,3291,0,No,14,3,4,2,8,2,2,7,5,1,1,GlassDoor,21
58,Current employee,Travel_Rarely,Sales,10,Master,Medical,3,Female,3,1,Research Scientist,2,Divorced,3291,0,No,14,4,4,2,8,2,2,7,5,1,1,GlassDoor,50
42,Current employee,Travel_Rarely,Research & Development,29,Bachelor,Medical,2,Male,1,2,Laboratory Technician,4,Single,4272,4,No,19,3,1,0,16,3,3,1,0,0,0,Company Website,26
44,Current employee,Non-Travel,Research & Development,23,Bachelor,Medical,3,Male,1,2,Laboratory Technician,4,Single,4272,4,No,19,3,1,0,16,3,3,1,0,0,0,Company Website,28
29,Current employee,Travel_Rarely,Research & Development,8,Below college,Medical,2,Male,2,2,Manufacturing Director,4,Married,5056,1,Yes,15,3,3,1,10,2,2,10,7,1,2,Indeed,19
25,Current employee,Travel_Rarely,Research & Development,7,Below college,Medical,3,Male,2,2,Manufacturing Director,4,Married,5056,1,Yes,15,4,3,1,10,2,2,10,7,1,2,Indeed,15
38,Current employee,Travel_Rarely,Human Resources,1,Bachelor,Human Resources,3,Male,4,1,Human Resources,3,Married,2844,1,No,13,3,4,1,7,2,4,7,6,5,0,Jora,31
22,Current employee,Travel_Rarely,Research & Development,15,Bachelor,Medical,3,Male,4,1,Human Resources,3,Married,2844,1,No,13,3,4,1,7,2,4,7,6,5,0,Jora,15
28,Current employee,Travel_Frequently,Research & Development,6,Bachelor,Life Sciences,3,Male,2,1,Research Scientist,3,Divorced,2703,1,Yes,14,3,4,1,3,2,3,3,1,0,2,LinkedIn,25
51,Current employee,Travel_Frequently,Research & Development,1,Master,Medical,3,Male,2,1,Research Scientist,3,Divorced,2703,1,Yes,14,3,4,1,3,2,3,3,1,0,2,LinkedIn,48
18,Voluntary Resignation,Non-Travel,Research & Development,8,Below college,Medical,3,Male,3,1,Laboratory Technician,3,Single,1904,1,No,12,4,4,0,0,0,3,0,0,0,0,Recruit.net,18
34,Current employee,Travel_Rarely,Research & Development,5,Bachelor,Medical,3,Male,3,1,Laboratory Technician,3,Single,1904,1,No,12,4,4,0,0,0,3,0,0,0,0,Recruit.net,34
33,Voluntary Resignation,Travel_Rarely,Sales,9,Master,Marketing,1,Female,3,2,Sales Executive,1,Single,8224,0,Yes,17,3,1,0,6,3,3,5,2,0,3,Seek,27
58,Voluntary Resignation,Travel_Rarely,Research & Development,23,Master,Medical,3,Female,3,2,Sales Executive,1,Single,8224,0,Yes,17,3,1,0,6,3,3,5,2,0,3,Seek,52
41,Current employee,Travel_Rarely,Research & Development,12,Master,Life Sciences,2,Male,3,1,Laboratory Technician,4,Married,4766,3,Yes,11,3,1,1,6,4,3,1,0,0,0,Jora,35
49,Current employee,Travel_Rarely,Research & Development,20,Master,Medical,3,Male,3,1,Laboratory Technician,4,Married,4766,3,Yes,11,3,1,1,6,4,3,1,0,0,0,Jora,43
31,Voluntary Resignation,Travel_Frequently,Research & Development,15,Bachelor,Medical,3,Male,3,1,Laboratory Technician,3,Married,2610,1,No,12,3,3,1,2,5,2,2,2,2,2,LinkedIn,29
43,Current employee,Travel_Frequently,Research & Development,28,Bachelor,Medical,3,Male,3,1,Laboratory Technician,3,Married,2610,1,No,12,3,3,1,2,5,2,2,2,2,2,LinkedIn,41
37,Current employee,Travel_Rarely,Research & Development,25,College,Medical,3,Female,2,2,Healthcare Representative,4,Divorced,5731,7,No,13,3,3,2,9,2,3,6,2,1,3,Recruit.net,28
36,Current employee,Travel_Rarely,Research & Development,6,College,Medical,3,Female,2,2,Healthcare Representative,4,Divorced,5731,7,No,13,3,3,2,9,2,3,6,2,1,3,Recruit.net,27
27,Current employee,Travel_Rarely,Research & Development,6,Bachelor,Life Sciences,4,Male,2,1,Research Scientist,3,Married,2539,1,No,13,3,3,1,4,0,3,4,2,2,2,Seek,23
32,Voluntary Resignation,Travel_Rarely,Research & Development,9,Bachelor,Medical,3,Male,2,1,Research Scientist,3,Married,2539,1,No,13,3,3,1,4,0,3,4,2,2,2,Seek,28
32,Voluntary Resignation,Travel_Rarely,Research & Development,9,Bachelor,Medical,3,Male,2,1,Research Scientist,3,Married,17924,1,No,11,3,2,1,9,3,3,4,2,1,3,Jora,23
45,Current employee,Travel_Rarely,Research & Development,29,Bachelor,Medical,3,Female,3,2,Sales Executive,3,Married,5714,1,No,20,3,1,0,6,3,2,6,5,1,3,Jora,39
34,Current employee,Travel_Rarely,Sales,9,Below college,Medical,2,Female,3,2,Sales Executive,3,Married,5714,6,No,20,4,1,0,6,3,2,6,5,1,3,Jora,28
32,Current employee,Travel_Frequently,Sales,9,College,Medical,3,Male,3,1,Human Resources,3,Single,4323,1,No,17,4,2,0,6,2,1,5,4,1,4,LinkedIn,26
35,Current employee,Travel_Rarely,Human Resources,8,Master,Medical,3,Male,3,1,Human Resources,3,Single,4323,0,No,17,3,2,0,6,2,1,5,4,1,4,LinkedIn,29
29,Voluntary Resignation,Travel_Rarely,Sales,23,Below college,Life Sciences,4,Female,2,3,Sales Executive,1,Married,7336,1,No,13,3,1,1,11,3,1,11,8,3,10,Seek,18
30,Current employee,Travel_Rarely,Research & Development,2,Below college,Medical,3,Female,2,3,Sales Executive,1,Married,7336,1,No,13,3,1,1,11,3,1,11,8,3,10,Seek,19
40,Current employee,Travel_Frequently,Research & Development,9,Master,Medical,2,Female,3,3,Research Director,3,Single,13499,9,No,17,3,3,0,20,3,2,18,7,2,13,Seek,20
19,Current employee,Travel_Rarely,Research & Development,3,Below college,Life Sciences,2,Female,3,3,Laboratory Technician,3,Single,13499,2,No,17,3,3,0,5,4,2,3,2,2,2,Seek,14
40,Current employee,Travel_Frequently,Research & Development,26,Bachelor,Medical,3,Male,3,4,Sales Executive,1,Single,13758,0,Yes,12,4,2,0,22,2,2,21,9,13,14,Seek,18
42,Voluntary Resignation,Travel_Frequently,Sales,12,Bachelor,Medical,3,Male,3,4,Sales Executive,1,Single,13758,6,Yes,12,3,2,0,22,2,2,21,9,13,14,Seek,20
