EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Employee Source,AgeStartedWorking
5570,30,0,Travel_Rarely,Research & Development,9,College,Medical,3,Male,3,2,Sales Executive,3,Single,4728,3,Yes,14,4,4,0,5,4,3,0,0,0,0,GlassDoor,25
8432,33,0,Travel_Frequently,Sales,7,Bachelor,Life Sciences,4,Female,3,2,Sales Executive,2,Married,4302,0,No,17,4,3,1,4,3,3,3,2,0,2,Company Website,29
4890,24,1,Travel_Rarely,Research & Development,1,Bachelor,Medical,3,Female,3,2,Sales Executive,2,Married,4302,0,No,17,3,3,1,4,3,3,3,2,0,2,Company Website,20
7579,34,0,Non-Travel,Research & Development,3,Master,Life Sciences,3,Male,2,1,Research Scientist,4,Married,2979,3,No,17,4,4,3,6,2,3,0,0,0,0,Indeed,28
9915,43,0,Travel_Rarely,Research & Development,2,College,Medical,3,Male,2,1,Research Scientist,4,Married,2979,3,No,17,3,4,3,6,2,3,0,0,0,0,Indeed,37
5791,48,0,Non-Travel,Research & Development,1,Master,Medical,1,Male,4,4,Manager,4,Single,16885,2,No,22,3,3,0,27,3,2,5,4,2,1,Jora,21
3754,30,0,Travel_Frequently,Research & Development,1,College,Medical,3,Male,4,4,Manager,4,Single,16885,2,No,22,4,3,0,27,3,2,5,4,2,1,Jora,3
7425,45,0,Non-Travel,Sales,9,Master,Life Sciences,2,Female,2,2,Sales Executive,3,Married,5593,1,No,13,3,4,1,15,2,3,15,10,4,12,Company Website,30
5863,35,0,Non-Travel,Research & Development,11,College,Medical,3,Female,2,2,Sales Executive,3,Married,5593,1,No,13,3,4,1,15,2,3,15,10,4,12,Company Website,20
1577,35,0,Non-Travel,Research & Development,11,College,Medical,3,Female,2,2,Sales Executive,3,Married,4898,0,No,12,3,4,2,5,3,3,4,2,1,2,Adzuna,30
5900,52,0,Travel_Rarely,Research & Development,7,Master,Life Sciences,2,Male,3,3,Healthcare Representative,2,Single,10445,7,No,19,3,4,0,18,4,3,8,6,4,0,Company Website,34
3636,35,0,Travel_Rarely,Research & Development,23,Master,Medical,3,Male,3,3,Healthcare Representative,2,Single,10445,7,No,19,3,4,0,18,4,3,8,6,4,0,Company Website,17
9215,35,0,Travel_Rarely,Research & Development,23,Master,Medical,3,Male,3,3,Healthcare Representative,2,Single,6118,1,No,13,3,3,3,10,2,3,10,9,1,2,Company Website,25
7872,38,0,Travel_Rarely,Sales,10,Master,Marketing,3,Male,2,3,Sales Executive,3,Divorced,8740,0,Yes,14,3,2,2,9,2,3,8,7,2,7,Company Website,29
1003,32,0,Travel_Rarely,Research & Development,1,Bachelor,Medical,3,Male,2,3,Sales Executive,3,Divorced,8740,0,Yes,14,4,2,2,9,2,3,8,7,2,7,Company Website,23
4801,29,0,Travel_Rarely,Research & Development,28,Master,Life Sciences,3,Female,3,1,Research Scientist,4,Divorced,2514,4,No,22,3,1,1,11,1,3,7,5,1,7,Company Website,18
7607,50,0,Travel_Rarely,Research & Development,7,College,Medical,3,Female,3,1,Research Scientist,4,Divorced,2514,4,No,22,4,1,1,11,1,3,7,5,1,7,Company Website,39
9464,28,0,Travel_Rarely,Research & Development,3,Bachelor,Medical,4,Female,3,3,Manufacturing Director,2,Divorced,7655,0,No,17,4,2,3,10,3,2,9,7,1,7,LinkedIn,18
5607,55,0,Travel_Rarely,Research & Development,8,Bachelor,Medical,3,Female,3,3,Manufacturing Director,2,Divorced,7655,0,No,17,3,2,3,10,3,2,9,7,1,7,LinkedIn,45
6541,55,0,Travel_Rarely,Research & Development,8,Bachelor,Medical,3,Female,3,3,Manufacturing Director,3,Married,6132,1,No,17,3,3,0,10,3,2,9,7,1,7,LinkedIn,45
8163,46,0,Travel_Rarely,Sales,3,Below college,Marketing,1,Male,3,4,Manager,3,Married,17465,3,No,12,3,4,1,23,3,3,12,9,4,9,Recruit.net,23
8270,35,0,Travel_Frequently,Research & Development,1,Bachelor,Medical,3,Male,3,4,Manager,3,Married,17465,3,No,12,3,4,1,23,3,3,12,9,4,9,Recruit.net,12
1488,35,0,Travel_Frequently,Research & Development,1,Bachelor,Medical,3,Male,3,4,Manager,3,Married,8392,1,No,16,3,3,1,10,2,3,10,7,0,7,Company Website,25
9157,38,0,Travel_Rarely,Sales,2,College,Marketing,4,Male,3,3,Sales Executive,2,Single,7351,7,No,16,3,3,0,10,2,3,1,0,0,0,Company Website,28
1952,36,1,Travel_Rarely,Research & Development,9,Bachelor,Medical,3,Male,3,3,Sales Executive,2,Single,7351,7,No,16,4,3,0,10,2,3,1,0,0,0,Company Website,26
2954,43,0,Travel_Frequently,Research & Development,27,Bachelor,Life Sciences,3,Female,3,3,Manufacturing Director,1,Married,10820,8,No,11,3,3,1,18,1,3,8,7,0,1,Company Website,25
8832,31,0,Travel_Rarely,Research & Development,1,Master,Medical,3,Female,3,3,Manufacturing Director,1,Married,10820,8,No,11,3,3,1,18,1,3,8,7,0,1,Company Website,13
6209,39,1,Travel_Frequently,Research & Development,2,Bachelor,Life Sciences,1,Male,3,4,Healthcare Representative,4,Divorced,12169,7,No,11,3,4,3,21,4,3,18,7,11,5,Company Website,18
4940,37,0,Travel_Rarely,Research & Development,7,Master,Medical,3,Male,3,4,Healthcare Representative,4,Divorced,12169,7,No,11,3,4,3,21,4,3,18,7,11,5,Company Website,16
7518,40,0,Travel_Rarely,Research & Development,14,Bachelor,Medical,3,Male,2,5,Research Director,3,Single,19626,1,No,14,3,1,0,21,2,4,20,7,4,9,Recruit.net,19
1031,46,0,Travel_Rarely,Human Resources,5,College,Medical,3,Male,2,5,Research Director,3,Single,19626,1,No,14,3,1,0,21,2,4,20,7,4,9,Recruit.net,25
4238,21,0,Travel_Rarely,Research & Development,1,Below college,Technical Degree,4,Female,2,1,Research Scientist,2,Single,2070,1,Yes,11,4,3,0,2,6,4,2,2,2,2,Seek,19
5603,35,0,Travel_Rarely,Research & Development,1,Bachelor,Medical,3,Female,2,1,Research Scientist,2,Single,2070,1,Yes,11,3,3,0,2,6,4,2,2,2,2,Seek,33
3764,35,0,Travel_Rarely,Research & Development,1,Bachelor,Medical,3,Female,2,1,Research Scientist,2,Single,5985,4,No,11,3,2,0,10,1,4,2,2,0,2,Recruit.net,25
9558,39,0,Non-Travel,Research & Development,9,Bachelor,Life Sciences,3,Male,3,2,Laboratory Technician,2,Single,6782,9,No,15,4,3,0,9,2,2,5,4,0,3,Jora,30
2235,38,0,Non-Travel,Research & Development,6,Bachelor,Medical,3,Male,3,2,Laboratory Technician,2,Single,6782,9,No,15,4,3,0,9,2,2,5,4,0,3,Jora,29
8670,36,0,Non-Travel,Research & Development,18,Master,Life Sciences,1,Male,3,2,Manufacturing Director,4,Single,7779,2,No,20,3,1,0,18,0,3,11,9,0,9,LinkedIn,18
3419,34,0,Travel_Rarely,Research & Development,1,College,Medical,3,Male,3,2,Manufacturing Director,4,Single,7779,2,No,20,3,1,0,18,0,3,11,9,0,9,LinkedIn,16
3546,31,0,Travel_Frequently,Sales,20,Bachelor,Life Sciences,3,Male,4,1,Sales Representative,4,Married,2791,0,No,12,4,1,1,3,4,3,2,2,2,2,Recruit.net,28
8246,46,1,Travel_Rarely,Sales,9,College,Medical,3,Male,4,1,Sales Representative,4,Married,2791,0,No,12,3,1,1,3,4,3,2,2,2,2,Recruit.net,43
6233,28,0,Travel_Rarely,Research & Development,2,Below college,Life Sciences,1,Male,2,1,Research Scientist,2,Married,3201,0,No,17,3,1,0,6,2,1,5,3,0,4,Seek,22
2743,30,0,Travel_Rarely,Sales,4,College,Medical,3,Male,2,1,Research Scientist,2,Married,3201,0,No,17,4,1,0,6,2,1,5,3,0,4,Seek,24
7136,35,0,Travel_Frequently,Sales,11,College,Marketing,4,Male,3,2,Sales Executive,4,Divorced,4968,1,No,11,3,4,1,5,3,3,5,2,0,2,Company Website,30
9656,46,0,Travel_Frequently,Research & Development,1,Bachelor,Medical,3,Male,3,2,Sales Executive,4,Divorced,4968,1,No,11,3,4,1,5,3,3,5,2,0,2,Company Website,41
4954,35,0,Travel_Frequently,Sales,11,College,Medical,4,Male,2,1,Laboratory Technician,4,Divorced,2532,6,No,14,3,2,1,9,3,2,6,5,1,2,Company Website,26
3528,49,0,Travel_Rarely,Sales,8,Master,Technical Degree,4,Male,2,4,Sales Executive,2,Married,13120,6,No,17,3,2,1,22,3,3,9,8,2,3,Indeed,27
6017,32,0,Travel_Rarely,Sales,6,Master,Medical,3,Male,2,4,Sales Executive,2,Married,13120,6,No,17,3,2,1,22,3,3,9,8,2,3,Indeed,10
7139,34,0,Travel_Frequently,Research & Development,2,College,Life Sciences,4,Male,3,2,Manufacturing Director,3,Single,4033,2,No,11,4,4,0,5,3,2,3,2,0,2,Adzuna,29
7201,28,0,Non-Travel,Sales,4,Bachelor,Medical,3,Male,3,2,Manufacturing Director,3,Single,4033,2,No,11,3,4,0,5,3,2,3,2,0,2,Adzuna,23
4453,29,0,Travel_Frequently,Research & Development,10,Bachelor,Life Sciences,4,Female,3,1,Research Scientist,2,Divorced,3291,0,No,14,3,4,2,8,2,2,7,5,1,1,GlassDoor,21
2094,58,0,Travel_Rarely,Sales,10,Master,Medical,3,Female,3,1,Research Scientist,2,Divorced,3291,0,No,14,4,4,2,8,2,2,7,5,1,1,GlassDoor,50
5561,42,0,Travel_Rarely,Research & Development,29,Bachelor,Medical,2,Male,1,2,Laboratory Technician,4,Single,4272,4,No,19,3,1,0,16,3,3,1,0,0,0,Company Website,26
9704,44,0,Non-Travel,Research & Development,23,Bachelor,Medical,3,Male,1,2,Laboratory Technician,4,Single,4272,4,No,19,3,1,0,16,3,3,1,0,0,0,Company Website,28
1017,29,0,Travel_Rarely,Research & Development,8,Below college,Medical,2,Male,2,2,Manufacturing Director,4,Married,5056,1,Yes,15,3,3,1,10,2,2,10,7,1,2,Indeed,19
4352,25,0,Travel_Rarely,Research & Development,7,Below college,Medical,3,Male,2,2,Manufacturing Director,4,Married,5056,1,Yes,15,4,3,1,10,2,2,10,7,1,2,Indeed,15
3715,38,0,Travel_Rarely,Human Resources,1,Bachelor,Human Resources,3,Male,4,1,Human Resources,3,Married,2844,1,No,13,3,4,1,7,2,4,7,6,5,0,Jora,31
4899,22,0,Travel_Rarely,Research & Development,15,Bachelor,Medical,3,Male,4,1,Human Resources,3,Married,2844,1,No,13,3,4,1,7,2,4,7,6,5,0,Jora,15
5546,28,0,Travel_Frequently,Research & Development,6,Bachelor,Life Sciences,3,Male,2,1,Research Scientist,3,Divorced,2703,1,Yes,14,3,4,1,3,2,3,3,1,0,2,LinkedIn,25
9258,51,0,Travel_Frequently,Research & Development,1,Master,Medical,3,Male,2,1,Research Scientist,3,Divorced,2703,1,Yes,14,3,4,1,3,2,3,3,1,0,2,LinkedIn,48
8757,18,1,Non-Travel,Research & Development,8,Below college,Medical,3,Male,3,1,Laboratory Technician,3,Single,1904,1,No,12,4,4,0,0,0,3,0,0,0,0,Recruit.net,18
7377,34,0,Travel_Rarely,Research & Development,5,Bachelor,Medical,3,Male,3,1,Laboratory Technician,3,Single,1904,1,No,12,4,4,0,0,0,3,0,0,0,0,Recruit.net,34
7686,33,1,Travel_Rarely,Sales,9,Master,Marketing,1,Female,3,2,Sales Executive,1,Single,8224,0,Yes,17,3,1,0,6,3,3,5,2,0,3,Seek,27
1844,58,1,Travel_Rarely,Research & Development,23,Master,Medical,3,Female,3,2,Sales Executive,1,Single,8224,0,Yes,17,3,1,0,6,3,3,5,2,0,3,Seek,52
3772,41,0,Travel_Rarely,Research & Development,12,Master,Life Sciences,2,Male,3,1,Laboratory Technician,4,Married,4766,3,Yes,11,3,1,1,6,4,3,1,0,0,0,Jora,35
4485,49,0,Travel_Rarely,Research & Development,20,Master,Medical,3,Male,3,1,Laboratory Technician,4,Married,4766,3,Yes,11,3,1,1,6,4,3,1,0,0,0,Jora,43
3741,31,1,Travel_Frequently,Research & Development,15,Bachelor,Medical,3,Male,3,1,Laboratory Technician,3,Married,2610,1,No,12,3,3,1,2,5,2,2,2,2,2,LinkedIn,29
5263,43,0,Travel_Frequently,Research & Development,28,Bachelor,Medical,3,Male,3,1,Laboratory Technician,3,Married,2610,1,No,12,3,3,1,2,5,2,2,2,2,2,LinkedIn,41
4809,37,0,Travel_Rarely,Research & Development,25,College,Medical,3,Female,2,2,Healthcare Representative,4,Divorced,5731,7,No,13,3,3,2,9,2,3,6,2,1,3,Recruit.net,28
6456,36,0,Travel_Rarely,Research & Development,6,College,Medical,3,Female,2,2,Healthcare Representative,4,Divorced,5731,7,No,13,3,3,2,9,2,3,6,2,1,3,Recruit.net,27
6069,27,0,Travel_Rarely,Research & Development,6,Bachelor,Life Sciences,4,Male,2,1,Research Scientist,3,Married,2539,1,No,13,3,3,1,4,0,3,4,2,2,2,Seek,23
1263,32,1,Travel_Rarely,Research & Development,9,Bachelor,Medical,3,Male,2,1,Research Scientist,3,Married,2539,1,No,13,3,3,1,4,0,3,4,2,2,2,Seek,28
7527,32,1,Travel_Rarely,Research & Development,9,Bachelor,Medical,3,Male,2,1,Research Scientist,3,Married,17924,1,No,11,3,2,1,9,3,3,4,2,1,3,Jora,23
1708,45,0,Travel_Rarely,Research & Development,29,Bachelor,Medical,3,Female,3,2,Sales Executive,3,Married,5714,1,No,20,3,1,0,6,3,2,6,5,1,3,Jora,39
9854,34,0,Travel_Rarely,Sales,9,Below college,Medical,2,Female,3,2,Sales Executive,3,Married,5714,6,No,20,4,1,0,6,3,2,6,5,1,3,Jora,28
3928,32,0,Travel_Frequently,Sales,9,College,Medical,3,Male,3,1,Human Resources,3,Single,4323,1,No,17,4,2,0,6,2,1,5,4,1,4,LinkedIn,26
9079,35,0,Travel_Rarely,Human Resources,8,Master,Medical,3,Male,3,1,Human Resources,3,Single,4323,0,No,17,3,2,0,6,2,1,5,4,1,4,LinkedIn,29
6851,29,1,Travel_Rarely,Sales,23,Below college,Life Sciences,4,Female,2,3,Sales Executive,1,Married,7336,1,No,13,3,1,1,11,3,1,11,8,3,10,Seek,18
7503,30,0,Travel_Rarely,Research & Development,2,Below college,Medical,3,Female,2,3,Sales Executive,1,Married,7336,1,No,13,3,1,1,11,3,1,11,8,3,10,Seek,19
7731,40,0,Travel_Frequently,Research & Development,9,Master,Medical,2,Female,3,3,Research Director,3,Single,13499,9,No,17,3,3,0,20,3,2,18,7,2,13,Seek,20
6967,19,0,Travel_Rarely,Research & Development,3,Below college,Life Sciences,2,Female,3,3,Laboratory Technician,3,Single,13499,2,No,17,3,3,0,5,4,2,3,2,2,2,Seek,14
6334,40,0,Travel_Frequently,Research & Development,26,Bachelor,Medical,3,Male,3,4,Sales Executive,1,Single,13758,0,Yes,12,4,2,0,22,2,2,21,9,13,14,Seek,18
2826,42,1,Travel_Frequently,Sales,12,Bachelor,Medical,3,Male,3,4,Sales Executive,1,Single,13758,6,Yes,12,3,2,0,22,2,2,21,9,13,14,Seek,20
5995,42,0,Travel_Rarely,Sales,4,Master,Marketing,2,Male,3,2,Sales Executive,1,Single,5155,7,No,13,3,4,0,9,3,4,6,4,1,5,Seek,33
2386,51,0,Travel_Rarely,Research & Development,7,Master,Medical,3,Male,3,2,Sales Executive,1,Single,5155,7,No,13,4,4,0,9,3,4,6,4,1,5,Seek,42
2141,35,0,Travel_Rarely,Research & Development,1,Master,Medical,4,Male,2,1,Laboratory Technician,3,Married,2258,6,No,12,3,2,1,10,2,3,8,0,1,7,Recruit.net,25
3310,58,0,Travel_Rarely,Research & Development,9,Bachelor,Medical,3,Male,2,1,Laboratory Technician,3,Married,2258,6,No,12,3,2,1,10,2,3,8,0,1,7,Recruit.net,48
7808,24,0,Travel_Rarely,Research & Development,24,Bachelor,Medical,4,Male,3,1,Laboratory Technician,2,Single,3597,8,No,22,3,4,0,6,2,3,4,3,1,2,Seek,18
9117,22,0,Travel_Rarely,Research & Development,19,Below college,Medical,3,Male,3,1,Laboratory Technician,2,Single,3597,8,No,22,3,4,0,6,2,3,4,3,1,2,Seek,16
5632,28,1,Travel_Rarely,Research & Development,12,Below college,Life Sciences,3,Female,3,1,Laboratory Technician,4,Married,2515,1,Yes,11,3,4,0,1,4,2,1,1,0,0,Company Website,27
1464,27,0,Non-Travel,Research & Development,9,Bachelor,Medical,3,Female,3,1,Laboratory Technician,4,Married,2515,1,Yes,11,3,4,0,1,4,2,1,1,0,0,Company Website,26
5056,26,0,Travel_Rarely,Research & Development,3,Master,Medical,1,Male,4,1,Laboratory Technician,4,Married,4420,1,No,22,3,2,1,8,2,3,8,7,0,7,Indeed,18
5117,28,0,Travel_Rarely,Research & Development,21,Bachelor,Medical,3,Male,4,1,Laboratory Technician,4,Married,4420,1,No,22,3,2,1,8,2,3,8,7,0,7,Indeed,20
4323,30,0,Travel_Rarely,Sales,10,Bachelor,Marketing,3,Male,2,2,Sales Executive,3,Married,6578,1,No,18,3,1,1,10,3,3,10,3,1,4,Adzuna,20
9653,27,0,Non-Travel,Research & Development,3,Bachelor,Medical,3,Male,2,2,Sales Executive,3,Married,6578,1,No,18,3,1,1,10,3,3,10,3,1,4,Adzuna,17
6863,40,0,Travel_Frequently,Research & Development,26,College,Medical,3,Female,2,2,Research Scientist,4,Married,4422,3,Yes,13,3,4,1,16,3,1,1,1,0,0,GlassDoor,24
3479,36,0,Travel_Frequently,Research & Development,3,College,Medical,3,Female,2,2,Research Scientist,4,Married,4422,3,Yes,13,3,4,1,16,3,1,1,1,0,0,GlassDoor,20
7694,35,0,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,3,Male,2,3,Manufacturing Director,2,Divorced,10274,2,No,18,3,2,1,15,2,4,7,7,6,4,Company Website,20
9707,30,0,Non-Travel,Research & Development,9,Bachelor,Medical,3,Male,2,3,Manufacturing Director,2,Divorced,10274,2,No,18,3,2,1,15,2,4,7,7,6,4,Company Website,15
3466,34,0,Travel_Frequently,Research & Development,1,Bachelor,Medical,4,Male,2,2,Healthcare Representative,1,Single,5343,0,No,20,3,3,0,14,3,3,13,9,4,9,Indeed,20
1735,31,0,Travel_Rarely,Research & Development,12,Below college,Medical,3,Male,2,2,Healthcare Representative,1,Single,5343,0,No,20,3,3,0,14,3,3,13,9,4,9,Indeed,17
8905,35,0,Travel_Frequently,Research & Development,4,Master,Other,4,Male,2,1,Laboratory Technician,4,Married,2376,1,No,13,3,2,1,2,2,4,2,2,2,2,Jora,33
9434,34,0,Travel_Rarely,Research & Development,27,College,Medical,3,Male,2,1,Laboratory Technician,4,Married,2376,1,No,13,3,2,1,2,2,4,2,2,2,2,Jora,32
3897,43,1,Travel_Rarely,Sales,9,Bachelor,Marketing,1,Female,1,2,Sales Executive,3,Single,5346,8,No,13,3,2,0,7,2,2,4,3,1,3,Company Website,36
7230,50,0,Travel_Rarely,Research & Development,1,Bachelor,Medical,3,Female,1,2,Sales Executive,3,Single,5346,8,No,13,3,2,0,7,2,2,4,3,1,3,Company Website,43
4188,32,0,Non-Travel,Sales,2,Below college,Life Sciences,3,Female,3,1,Sales Representative,1,Divorced,2827,1,No,12,3,3,3,1,3,3,1,0,0,0,Company Website,31
2618,32,0,Non-Travel,Sales,2,Below college,Life Sciences,3,Female,3,1,Sales Representative,1,Divorced,8392,1,No,16,3,3,1,10,2,3,10,7,0,7,Company Website,22
8352,56,0,Travel_Rarely,Research & Development,4,Master,Technical Degree,4,Female,3,5,Manager,1,Divorced,19943,4,No,13,4,4,1,28,2,3,5,2,4,2,Company Website,28
6591,33,0,Travel_Rarely,Research & Development,14,Bachelor,Medical,3,Female,3,5,Manager,1,Divorced,19943,4,No,13,3,4,1,28,2,3,5,2,4,2,Company Website,5
1137,29,0,Travel_Rarely,Research & Development,6,Below college,Medical,2,Female,3,1,Laboratory Technician,4,Married,3131,1,No,13,3,1,1,10,5,3,10,8,0,8,Jora,19
4733,40,0,Travel_Rarely,Research & Development,4,Below college,Medical,3,Female,3,1,Laboratory Technician,4,Married,3131,1,No,13,3,1,1,10,5,3,10,8,0,8,Jora,30
8143,19,0,Travel_Rarely,Research & Development,9,College,Life Sciences,3,Male,3,1,Research Scientist,1,Single,2552,1,No,25,3,3,0,1,4,3,1,1,0,0,LinkedIn,18
1362,55,0,Travel_Rarely,Research & Development,14,Master,Medical,3,Male,3,1,Research Scientist,1,Single,2552,1,No,25,3,3,0,1,4,3,1,1,0,0,LinkedIn,54
9107,19,0,Travel_Rarely,Research & Development,9,College,Medical,2,Male,3,1,Healthcare Representative,1,Single,2552,3,No,25,4,3,0,19,3,3,1,0,0,0,LinkedIn,0
4025,45,0,Travel_Rarely,Research & Development,7,Bachelor,Medical,1,Female,3,1,Research Scientist,3,Married,4477,4,Yes,19,3,3,1,7,2,2,3,2,0,2,Recruit.net,38
4467,51,0,Travel_Rarely,Research & Development,3,Bachelor,Medical,3,Female,3,1,Research Scientist,3,Married,4477,4,Yes,19,3,3,1,7,2,2,3,2,0,2,Recruit.net,44
4635,37,0,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,4,Female,2,2,Manufacturing Director,4,Married,6474,1,No,13,4,2,1,14,2,2,14,8,3,11,Seek,23
7557,27,0,Travel_Rarely,Research & Development,9,Bachelor,Medical,3,Female,2,2,Manufacturing Director,4,Married,6474,1,No,13,3,2,1,14,2,2,14,8,3,11,Seek,13
3442,37,0,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,4,Female,2,2,Healthcare Representative,4,Divorced,5731,0,No,13,3,2,1,14,2,2,14,8,3,11,Seek,23
7474,20,0,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,1,Male,2,1,Laboratory Technician,3,Single,3033,1,No,12,3,1,0,2,2,2,2,2,1,2,Jora,18
6670,43,0,Non-Travel,Research & Development,7,Bachelor,Medical,3,Male,2,1,Laboratory Technician,3,Single,3033,1,No,12,3,1,0,2,2,2,2,2,1,2,Jora,41
3370,20,0,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,2,Male,2,1,Sales Representative,3,Single,3033,1,No,12,3,1,0,0,2,3,0,0,0,0,Jora,20
9064,44,1,Travel_Rarely,Research & Development,10,Master,Life Sciences,3,Male,3,1,Research Scientist,3,Single,2936,1,Yes,11,3,3,0,6,4,3,6,4,0,2,LinkedIn,38
1249,45,0,Non-Travel,Research & Development,2,College,Medical,3,Male,3,1,Research Scientist,3,Single,2936,1,Yes,11,3,3,0,6,4,3,6,4,0,2,LinkedIn,39
9400,53,0,Travel_Rarely,Research & Development,7,College,Medical,4,Female,3,5,Manager,3,Divorced,18606,3,No,18,3,2,1,26,6,3,7,7,4,7,Recruit.net,27
3446,35,0,Travel_Frequently,Research & Development,2,Bachelor,Medical,3,Female,3,5,Manager,3,Divorced,18606,3,No,18,4,2,1,26,6,3,7,7,4,7,Recruit.net,9
7411,35,0,Travel_Frequently,Research & Development,2,Bachelor,Medical,3,Female,3,5,Manager,3,Divorced,3149,8,No,20,4,2,1,9,3,3,5,2,1,4,Adzuna,26
6946,29,0,Travel_Rarely,Research & Development,15,Below college,Life Sciences,2,Female,1,1,Research Scientist,4,Married,2168,0,Yes,18,3,1,1,6,2,2,5,4,1,3,Seek,23
1994,42,0,Non-Travel,Research & Development,21,College,Medical,3,Female,1,1,Research Scientist,4,Married,2168,0,Yes,18,3,1,1,6,2,2,5,4,1,3,Seek,36
5666,22,1,Travel_Frequently,Research & Development,3,Master,Life Sciences,3,Male,2,1,Research Scientist,4,Married,2853,0,Yes,11,3,2,1,1,5,3,0,0,0,0,Jora,21
1854,34,0,Travel_Frequently,Research & Development,10,Master,Medical,3,Male,2,1,Research Scientist,4,Married,2853,0,Yes,11,3,2,1,1,5,3,0,0,0,0,Jora,33
3323,46,0,Travel_Rarely,Sales,2,Bachelor,Marketing,3,Female,3,4,Manager,1,Married,17048,8,No,23,3,1,0,28,2,3,26,15,15,9,LinkedIn,18
9028,40,0,Travel_Rarely,Research & Development,19,College,Medical,3,Female,3,4,Manager,1,Married,17048,8,No,23,3,1,0,28,2,3,26,15,15,9,LinkedIn,12
2543,44,0,Non-Travel,Research & Development,17,Bachelor,Life Sciences,4,Male,1,1,Research Scientist,3,Single,2290,2,No,13,3,4,0,6,3,3,0,0,0,0,Recruit.net,38
7807,38,1,Travel_Rarely,Research & Development,29,Below college,Medical,3,Male,1,1,Research Scientist,3,Single,2290,2,No,13,3,4,0,6,3,3,0,0,0,0,Recruit.net,32
1256,33,0,Travel_Rarely,Human Resources,2,Bachelor,Human Resources,2,Male,3,1,Human Resources,3,Married,3600,1,No,13,3,4,1,5,2,3,5,4,1,4,Seek,28
2619,36,0,Travel_Frequently,Research & Development,18,Below college,Medical,3,Male,3,1,Human Resources,3,Married,3600,1,No,13,3,4,1,5,2,3,5,4,1,4,Seek,31
6972,41,1,Non-Travel,Research & Development,5,College,Life Sciences,1,Male,2,1,Research Scientist,1,Divorced,2107,6,No,17,4,1,1,5,2,1,1,0,0,0,Company Website,36
1701,46,0,Travel_Rarely,Research & Development,1,Master,Medical,3,Male,2,1,Research Scientist,1,Divorced,2107,6,No,17,3,1,1,5,2,1,1,0,0,0,Company Website,41
8536,30,0,Travel_Rarely,Sales,29,Master,Life Sciences,3,Male,3,2,Sales Executive,1,Divorced,4115,8,No,19,3,3,3,8,3,3,4,3,0,3,Indeed,22
2774,32,1,Travel_Rarely,Sales,4,Master,Medical,3,Male,3,2,Sales Executive,1,Divorced,4115,8,No,19,3,3,3,8,3,3,4,3,0,3,Indeed,24
9214,40,0,Travel_Frequently,Sales,2,Master,Medical,2,Male,3,2,Sales Executive,2,Married,4327,5,No,12,3,4,3,5,2,3,0,0,0,0,Adzuna,35
7285,45,0,Non-Travel,Sales,6,Bachelor,Medical,3,Male,3,2,Sales Executive,2,Married,4327,5,No,12,3,4,3,5,2,3,0,0,0,0,Adzuna,40
2996,50,0,Travel_Frequently,Research & Development,2,Bachelor,Medical,4,Female,3,4,Manager,1,Married,17856,2,No,22,3,3,1,32,3,3,2,2,2,2,GlassDoor,18
1441,33,0,Travel_Rarely,Research & Development,4,Master,Medical,3,Female,3,4,Manager,1,Married,17856,2,No,22,3,3,1,32,3,3,2,2,2,2,GlassDoor,1
4332,28,0,Travel_Rarely,Research & Development,19,Master,Medical,4,Male,2,1,Laboratory Technician,1,Married,3196,1,No,12,3,3,3,6,2,3,6,5,3,3,Company Website,22
2500,31,0,Non-Travel,Research & Development,1,Master,Medical,3,Male,2,1,Laboratory Technician,1,Married,3196,1,No,12,3,3,3,6,2,3,6,5,3,3,Company Website,25
3565,46,0,Travel_Rarely,Research & Development,15,College,Life Sciences,4,Male,3,5,Research Director,2,Married,19081,5,No,11,3,1,1,25,2,3,4,2,0,3,Indeed,21
1476,29,0,Travel_Frequently,Sales,1,Below college,Medical,3,Male,3,5,Research Director,2,Married,19081,5,No,11,3,1,1,25,2,3,4,2,0,3,Indeed,4
3453,35,0,Travel_Rarely,Sales,17,Master,Life Sciences,3,Male,3,2,Sales Executive,1,Married,8966,3,Yes,15,3,4,3,15,2,3,7,7,1,7,Adzuna,20
3905,29,1,Travel_Rarely,Research & Development,18,Below college,Medical,3,Male,3,2,Sales Executive,1,Married,8966,3,Yes,15,3,4,3,15,2,3,7,7,1,7,Adzuna,14
5824,24,1,Travel_Rarely,Research & Development,17,College,Life Sciences,4,Female,3,1,Laboratory Technician,2,Married,2210,1,No,13,4,1,1,1,3,1,1,0,0,0,GlassDoor,23
